current_rank,ticker,name,sector,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
30,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,30,37.764999,,14,38.775002,-0.02604779,,,,,,,,,,,,
31,ECL,Ecolab,Materials,31,281.005005,,17,283.279999,-0.00803090,13,271.76001,0.04239030,,,,,,,,,
32,CVNA,Carvana,Consumer Discretionary,32,68.235001,,,,,,,,,,,,,,,,
33,UHS,Universal Health Services,Health Care,33,169.720001,,18,166.309998,0.02050390,,,,,,,,,,,,
34,YOU,CLEAR SECURE INC CLASS A,Information Technology,34,58.91,,,,,,,,,,,,,,,,
35,FCAP,FIRST CAPITAL INC,Financials,35,63.400002,,22,64.099998,-0.01092037,9,63.200001,0.01424046,,,,,,,,,
36,CMRC,BIGCOMMERCE HOLDINGS INC SERIES,Information Technology,36,3.27,,,,,,,,,,,,,,,,
37,ALT,ALTIMMUNE INC,Health Care,37,2.985,,8,2.99,-0.00167224,,,,,,,,,,,,
38,SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care,38,46.450001,,5,47.73,-0.02681749,,,,,,,,,,,,
39,TBCH,TURTLE BEACH CORP,Information Technology,39,12.39,,23,13.01,-0.04765565,,,,,,,,,,,,
40,JBLU,JETBLUE AIRWAYS CORP,Industrials,40,5.825,,,,,,,,,,,,,,,,
41,NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples,41,5.29,,,,,,,,,,,,,,,,
42,BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,42,32.200001,,,,,,,,,,,,,,,,
43,LQDT,LIQUIDITY SERVICES INC,Industrials,43,38.880001,,,,,,,,,,,,,,,,
44,TAYD,TAYLOR DEVICES INC,Industrials,44,55.75,,,,,,,,,,,,,,,,
45,RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,45,26.545,,35,26.530001,0.00056536,,,,,,,,,,,,
46,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,46,5.16,,,,,,,,,,,,,,,,
47,SABR,SABRE CORP,Consumer Discretionary,47,1.85,,,,,,,,,,,,,,,,
48,MDB,"MongoDB, Inc. - Class A Common Stock",,48,326.709991,,,,,,,,,,,,,,,,
49,VMC,Vulcan Materials Company,Materials,49,286.285004,,26,288.783997,-0.00865350,,,,,,,,,,,,
50,LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",,50,103.489998,,27,102.669998,0.00798675,14,102.260002,0.00400935,,,,,,,,,
