current_rank,ticker,name,sector,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
11,ZD,ZIFF DAVIS INC,Communication,11,57.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,MD,PEDIATRIX MEDICAL GROUP INC,Health Care,12,27.280001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,LCUT,LIFETIME BRANDS INC,Consumer Discretionary,13,9.23,,1,8.7,0.06091954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,SPB,SPECTRUM BRANDS HOLDINGS,Consumer Staples,14,93.129898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,15,101.955002,,,,,,,,,,,,,,,,,,,,,,,37,101.199997,,,,,,,,,,,,,,,,,,,,38,102.199997,
16,GNE,GENIE ENERGY LTD CLASS B,Utilities,16,14.57,,2,14.74,-0.01153324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,,17,93.480003,,,,,,,,,,,,,,,,,,,,,,,11,92.900002,,,,,,,,,,,,,,,,,,,,39,93.879997,
18,SMCI,Supermicro,Information Technology,18,30.469999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WFRD,Weatherford International plc - Ordinary shares,,19,88.044998,,34,88.959999,-0.01028553,33,87.529999,0.01633726,40,89.419998,-0.02113620,,,,39,87.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,FER,Ferrovial N.V. - Ordinary Shares,,20,66.519997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,KEYS,Keysight Technologies,Information Technology,21,340.600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CSGP,CoStar Group,Real Estate,22,31.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MNSB,MAINSTREET BANCSHARES INC,Financials,23,24.059999,,27,24.059999,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PPG,PPG Industries,Materials,24,119.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,YELP,YELP,Communication,25,27.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,NL,NLI HOLDINGS INC,Industrials,26,6.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MUX,MCEWEN INC,Materials,27,19.16,,15,18.280001,0.04813999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CNR,CORE NATURAL RESOURCES,Energy,28,86.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,87.525002,,,,,,,,,,
29,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,,29,62.834999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,MSTR,Strategy Inc - Class A Common Stock,,30,100.925003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,TRMB,Trimble Inc.,Information Technology,31,59.77,,,,,,,,,,,,,,,,,,,,,,,,,,6,55.77,,,,,,,,,,,,,,13,53.209999,,10,52.720001,0.00929435
32,RL,Ralph Lauren Corporation,Consumer Discretionary,32,389.355011,,20,395.700012,-0.01603488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PLAB,PHOTRONICS,Information Technology,33,33.099998,,11,31.9,0.03761749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,UBER,Uber,Industrials,34,75.020103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,FUL,HB FULLER,Materials,35,60.0,,6,59.119999,0.01488500,31,59.584999,-0.00780398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,SLB,Schlumberger,Energy,36,51.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,BBIO,"BridgeBio Pharma, Inc. - Common Stock",,37,83.220001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,TW,Tradeweb Markets Inc. - Class A Common Stock,,38,102.815002,,,,,,,,,,,,,,,,,,,,,,,,,,28,102.014999,,,,,,,,,,,,,,,,,,,
39,HSY,Hershey Company (The),Consumer Staples,39,183.145004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,FUNC,FIRST UNITED CORP,Financials,40,45.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PBYI,PUMA BIOTECHNOLOGY INC,Health Care,41,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,FPI,FARMLAND PARTNERS INC,Real Estate,42,9.955,,25,9.941,0.00140831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FINW,FINWISE BANCORP,Financials,43,14.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,AAOI,"Applied Optoelectronics, Inc. - Common Stock",,44,145.130005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,MCD,McDonald's,Consumer Discretionary,45,276.130005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,FOR,FORESTAR GROUP INC,Real Estate,46,29.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,JBL,Jabil,Information Technology,47,344.98999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ADP,Automatic Data Processing,Industrials,48,274.600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,SRBK,SR BANCORP INC,Financials,49,19.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,STZ,Constellation Brands,Consumer Staples,50,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
