current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
26,MAS,Masco,Industrials,26,80.695,,2,79.269997,0.01797657,,,,,,,,,,,,,,,
27,BKD,BROOKDALE SENIOR LIVING INC,Health Care,27,15.55,,,,,,,,,,,,,,,,,,,
28,BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,28,3.17,,,,,,,,,,,,,,,,,,,
29,MSI,Motorola Solutions,Information Technology,29,420.320007,,,,,,,,,,,,,,,,,,,
30,FICO,Fair Isaac,Information Technology,30,1277.119995,,,,,,,,,,,,,,,,,,,
31,MC,MOELIS CLASS A,Financials,31,68.560097,,,,,,,,,,,,,,,,,,,
32,NMRK,NEWMARK GROUP INC CLASS A,Real Estate,32,15.99,,,,,,,,,,,,,,,,,,,
33,ALRS,ALERUS FINANCIAL CORP,Financials,33,32.950001,,,,,,,,,,,,,,,,,,,
34,BFC,BANK FIRST CORP,Financials,34,150.419998,,,,,,,,,,,,,,,,,,,
35,CHD,Church & Dwight,Consumer Staples,35,98.584999,,,,,,,,,,,,,,,,,,,
36,CBNK,CAPITAL BANCORP INC,Financials,36,36.215,,,,,,,,,,,,,,,,,,,
37,TVTX,TRAVERE THERAPEUTICS INC,Health Care,37,57.720001,,7,57.360001,0.00627615,,,,,,,,,,,,,,,
38,BKNG,Booking Holdings,Consumer Discretionary,38,184.320007,,,,,,,,,,,,,,,,,,,
39,BR,Broadridge Financial Solutions,Industrials,39,152.850006,,,,,,,,,,,,,,,,,,,
40,UHS,Universal Health Services,Health Care,40,160.585007,,31,155.839996,0.03044797,,,,,,,,,,,,,,,
41,SYY,Sysco,Consumer Staples,41,83.449997,,33,83.110001,0.00409092,,,,,,,,,,,,,,,
42,DGICA,DONEGAL GROUP INC CLASS A,Financials,42,18.969999,,,,,,,,,,,,,,,,,,,
43,NECB,NORTHEAST COMMUNITY BANCORP INC,Financials,43,26.810101,,,,,,,,,,,,,,,,,,,
44,KKR,KKR & Co.,Financials,44,102.029999,,,,,,,,,,,,,,,,,,,
45,BAX,Baxter International,Health Care,45,23.245001,,,,,,,,,,,,,,,,,,,
46,LZB,LA-Z-BOY INC,Consumer Discretionary,46,40.189999,,,,,,,,,,,,,,,,,,,
47,WY,Weyerhaeuser,Real Estate,47,24.16,,,,,,,,,,,,,,,,,,,
48,VICI,Vici Properties,Real Estate,48,26.98,,,,,,,,,,,,,,,,,,,
49,UNFI,UNITED NATURAL FOODS INC,Consumer Staples,49,49.689999,,,,,,,,,,,,,,,,,,,
50,RGR,STURM RUGER INC,Consumer Discretionary,50,38.740002,,,,,,,,,,,,,,,,,,,
