current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
29,CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,29,29.215,,,,,,,,5,29.82,,,,
30,FFIV,"F5, Inc.",Information Technology,30,408.059998,,19,407.959991,0.00024514,,,,,,,,,
31,VRSN,Verisign,Information Technology,31,280.769989,,18,274.820007,0.02165047,1,280.0,-0.01849998,,,,,,
32,RCL,Royal Caribbean Group,Consumer Discretionary,32,318.204987,,20,306.634003,0.03773549,46,293.540009,0.04460719,,,,,,
33,ATKR,ATKORE INC,Industrials,33,76.209999,,27,75.334999,0.01161479,3,76.629997,-0.01689936,,,,,,
34,DCOM,DIME COMMERCIAL BANCSHARES INC,Financials,34,40.834999,,23,40.209999,0.01554340,,,,,,,,,
35,INR,INFINITY NATURAL RESOURCES INC CLA,Energy,35,13.3,,22,13.45,-0.01115242,,,,,,,,,
36,HZO,MARINEMAX INC,Consumer Discretionary,36,35.599998,,21,36.290001,-0.01901358,20,36.34,-0.00137587,,,,,,
37,XPOF,XPONENTIAL FITNESS INC CLASS A,Consumer Discretionary,37,6.69,,24,6.645,0.00677201,,,,,,,,,
38,CPSS,CONSUMER PORTFOLIO SERVICES INC,Financials,38,9.35,,26,9.27,0.00862999,,,,42,9.43,,,,
39,FRST,PRIMIS FINANCIAL CORP,Financials,39,15.88,,25,15.8,0.00506329,,,,,,,,,
40,TCI,TRANSCONTINENTAL REALTY INVESTORS,Real Estate,40,43.389999,,28,43.200001,0.00439810,,,,,,,,,
41,PFBC,PREFERRED BANK,Financials,41,106.230003,,,,,,,,,,,,,
42,FOSL,FOSSIL GROUP INC,Consumer Discretionary,42,4.25,,29,4.21,0.00950119,,,,,,,,,
43,CURB,CURBLINE PROPERTIES,Real Estate,43,31.610001,,,,,,,,,,,,,
44,UTMD,UTAH MEDICAL PRODUCTS INC,Health Care,44,71.800003,,10,69.099998,0.03907388,,,,,,,,,
45,NGVT,INGEVITY CORP,Materials,45,75.589996,,5,74.459999,0.01517589,,,,,,,,,
46,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,46,136.475006,,,,,,,,,,,,,
47,PNW,Pinnacle West Capital,Utilities,47,107.650002,,,,,,,,,,,,,
48,BG,Bunge Global,Consumer Staples,48,118.360001,,,,,,,,,,,,,
49,UDR,"UDR, Inc.",Real Estate,49,39.619999,,,,,,,,,,,,,
50,ETR,Entergy,Utilities,50,114.785004,,,,,,,,,,,,,
