current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
17,FISV,Fiserv,Financials,17,53.544998,,,,,,,,,,,,,,,,,12,51.68,,,,
18,TYL,Tyler Technologies,Information Technology,18,331.695007,,,,,,,,,,,,,,,,,23,317.920013,,8,319.51001,-0.00497636
19,HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,19,26.055,,,,,,,,,,,,,,,,,,,,,,
20,XYL,Xylem Inc.,Industrials,20,126.68,,,,,,,,,,,,,,,,,,,,,,
21,RMD,ResMed,Health Care,21,208.970001,,,,,,,,,,,,,,,,,,,,,,
22,TEAM,Atlassian Corporation  - Class A Common Stock,,22,98.690002,,,,,,,,,,,,,,,,,,,,,,
23,ECPG,ENCORE CAPITAL GROUP INC,Financials,23,96.065002,,24,94.449997,0.01709905,,,,,,,,,,,,,,,,,,
24,CL,Colgate-Palmolive,Consumer Staples,24,94.589996,,,,,,,,,,,,,,,,,,,,,,
25,EXPO,EXPONENT INC,Industrials,25,65.940002,,,,,,,,,,,,,,,,,,,,,,
26,ZS,"Zscaler, Inc. - Common Stock",,26,151.365005,,,,,,,,,,,,,,,,,,,,,,
27,FIVN,FIVE9 INC,Information Technology,27,26.795,,,,,,,,,,,,,,,,,,,,,,
28,SHOP,Shopify Inc. - Class A Subordinate Voting Shares,,28,131.246994,,,,,,,,,,,,,,,,,,,,,,
29,TIPT,TIPTREE INC,Financials,29,18.309999,,,,,,,,,,,,,,,,,,,,,,
30,GEN,Gen Digital,Information Technology,30,27.49,,,,,,,,,,,,,,,,,,,,,,
31,OTIS,Otis Worldwide,Industrials,31,74.525002,,,,,,,,,,,,,,,,,,,,,,
32,TMDX,TRANSMEDICS GROUP INC,Health Care,32,74.25,,,,,,,,,,,,,,,,,,,,,,
33,UNFI,UNITED NATURAL FOODS INC,Consumer Staples,33,50.779999,,,,,,,,,,,,,,,,,,,,,,
34,BOBS,BOBS DISCOUNT FURNITURE INC,Consumer Discretionary,34,16.715,,,,,,,,,,,,,,,,,,,,,,
35,CAC,CAMDEN NATIONAL CORP,Financials,35,56.360001,,,,,,,,,,,,,,,,,,,,,,
36,URBN,URBAN OUTFITTERS INC,Consumer Discretionary,36,75.010002,,,,,,,,,,,,,,,,,,,,,,
37,LKFN,LAKELAND FINANCIAL CORP,Financials,37,63.869999,,7,63.349998,0.00820838,,,,,,,,,,,,,,,,,,
38,TEL,TE Connectivity,Information Technology,38,208.839996,,47,207.559998,0.00616688,,,,,,,,,,,,,,,,,,
39,ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,39,51.610001,,34,49.900002,0.03426852,,,,,,,,,,,,,,,,,,
40,DHR,Danaher Corporation,Health Care,40,200.350006,,,,,,,,,,,,,,,,,,,,,,
41,FUTU,Futu Holdings Limited - American Depositary Shares,,41,101.474998,,,,,,,,,,,,,,40,103.660004,,,,,,,
42,VEEV,Veeva Systems,Health Care,42,200.794998,,,,,,,,,,,,,,,,,,,,,,
43,DUOL,"Duolingo, Inc. - Class A Common Stock",,43,137.610001,,,,,,,,,,,,,,,,,,,,,,
44,DLTR,Dollar Tree,Consumer Staples,44,128.210007,,,,,,,,,,,,,,,,,,,,,,
45,ORLY,O’Reilly Automotive,Consumer Discretionary,45,92.440002,,,,,,,,,,,,,,,,,,,,,,
46,PJT,PJT PARTNERS INC CLASS A,Financials,46,171.570007,,,,,,,,,,,,,,,,,,,,,,
47,MC,MOELIS CLASS A,Financials,47,68.084999,,13,67.790001,0.00435164,,,,,,,,,,,,,,,,,,
48,SNA,Snap-on,Industrials,48,418.790009,,,,,,,,,,,,,,,,,,,,20,410.98999,
49,ABNB,Airbnb,Consumer Discretionary,49,150.520004,,,,,,,,,,,,,,,,,,,,,,
50,IDXX,Idexx Laboratories,Health Care,50,572.825012,,,,,,,,,,,,,,,,,,,,,,
