rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note,confirmation_layer,confirmation_hit,confirmation_score,model_data_date
16,ARM,Arm Holdings plc - American Depositary Shares,,45.81,Deep v4 Shape Embedding 确认层 未确认,275.609985,64.38,1.13,0.04738911,0.04003768,0.10500356,90.4,72.71,91.6,81.36,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 45.8,Deep v4 Shape Embedding 确认层,no,45.81,2026-09-18
17,ALAB,"Astera Labs, Inc. - Common Stock",,45.52,Deep v4 Shape Embedding 确认层 未确认,303.25,58.72,0.85,0.05614180,0.04073716,0.04677248,92.8,56.57,91.6,80.0,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 45.5,Deep v4 Shape Embedding 确认层,no,45.52,2026-09-18
18,MRX,MAREX GROUP LTD,Financials,44.02,Deep v4 Shape Embedding 确认层 未确认,74.389999,55.85,0.79,0.01279785,0.01918072,0.05953568,98.2,54.48,100.0,81.36,68.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 44.0,Deep v4 Shape Embedding 确认层,no,44.02,2026-09-18
19,VSTS,VESTIS,Industrials,43.73,Deep v4 Shape Embedding 确认层 未确认,13.83,63.56,1.04,-0.00036140,0.06712963,0.05977011,87.7,73.6,100.0,80.75,68.0,72.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 43.7,Deep v4 Shape Embedding 确认层,no,43.73,2026-09-18
20,LUV,Southwest Airlines,Industrials,43.64,Deep v4 Shape Embedding 确认层 未确认,40.994999,62.81,1.26,0.01334809,0.04472469,-0.01002176,90.4,47.76,81.1,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 43.6,Deep v4 Shape Embedding 确认层,no,43.64,2026-09-18
21,EXEL,"Exelixis, Inc. - Common Stock",,43.45,Deep v4 Shape Embedding 确认层 未确认,58.360001,58.54,0.97,0.00681447,0.03991451,0.07279410,82.9,61.61,100.0,81.36,68.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 43.5,Deep v4 Shape Embedding 确认层,no,43.45,2026-09-18
22,KN,KNOWLES,Information Technology,42.04,Deep v4 Shape Embedding 确认层 未确认,35.59,52.87,1.54,0.00197072,-0.03576267,0.02270118,95.5,40.99,69.9,80.0,100.0,100.0,early_transition,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 42.0,Deep v4 Shape Embedding 确认层,no,42.04,2026-09-18
23,CLSK,CLEANSPARK,Information Technology,41.94,Deep v4 Shape Embedding 确认层 未确认,14.47,65.04,1.4,0.06987061,0.05852231,0.23886986,82.9,77.68,81.8,81.36,100.0,72.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 41.9,Deep v4 Shape Embedding 确认层,no,41.94,2026-09-18
24,WULF,TeraWulf Inc. - Common Stock,,41.09,Deep v4 Shape Embedding 确认层 未确认,17.01,56.86,0.95,0.02748414,0.01704036,0.09848240,92.8,47.98,100.0,80.0,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 41.1,Deep v4 Shape Embedding 确认层,no,41.09,2026-09-18
25,CAPR,CAPRICOR THERAPEUTICS,Health Care,38.27,Deep v4 Shape Embedding 确认层 未确认,9.06,53.43,0.79,-0.03462973,0.08179104,0.13532412,95.5,48.4,83.8,80.0,68.0,72.0,early_transition,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 38.3,Deep v4 Shape Embedding 确认层,no,38.27,2026-09-18
26,ETN,Eaton Corporation,Industrials,37.98,Deep v4 Shape Embedding 确认层 未确认,424.75,59.29,1.16,0.03372916,-0.00125799,0.00049463,92.8,72.7,69.9,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 38.0,Deep v4 Shape Embedding 确认层,no,37.98,2026-09-18
27,IREN,IREN Limited - Ordinary Shares,,36.85,Deep v4 Shape Embedding 确认层 未确认,46.68,63.46,1.0,0.07545216,0.06453825,0.09090907,82.9,75.34,91.6,81.36,68.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 36.9,Deep v4 Shape Embedding 确认层,no,36.85,2026-09-18
28,GOOGL,Alphabet Inc. (Class A),Communication Services,36.1,Deep v4 Shape Embedding 确认层 未确认,349.540009,59.76,0.82,0.01336508,0.03285857,0.01380593,87.7,71.71,88.8,81.36,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 36.1,Deep v4 Shape Embedding 确认层,no,36.1,2026-09-18
29,HOOD,Robinhood Markets,Financials,34.97,Deep v4 Shape Embedding 确认层 未确认,119.82,62.59,0.78,0.11232825,0.06440437,0.25112252,98.2,57.84,68.6,80.0,68.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 35.0,Deep v4 Shape Embedding 确认层,no,34.97,2026-09-18
30,BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,32.23,Deep v4 Shape Embedding 确认层 未确认,12.97,63.91,1.66,0.11955114,0.08444816,0.34893396,98.2,79.06,53.2,81.36,100.0,72.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 32.2,Deep v4 Shape Embedding 确认层,no,32.23,2026-09-18
31,FLR,FLUOR CORP,Industrials,31.29,Deep v4 Shape Embedding 确认层 未确认,54.900002,54.04,0.92,0.01685497,0.01272833,0.01553831,92.8,53.76,77.6,80.75,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 31.3,Deep v4 Shape Embedding 确认层,no,31.29,2026-09-18
32,COIN,Coinbase,Financials,30.54,Deep v4 Shape Embedding 确认层 未确认,194.25,60.39,1.24,0.12817986,0.10885950,0.21179037,98.2,65.31,58.8,80.0,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 30.5,Deep v4 Shape Embedding 确认层,no,30.54,2026-09-18
33,KMI,Kinder Morgan,Energy,29.88,Deep v4 Shape Embedding 确认层 未确认,31.834999,57.92,1.25,0.01595660,0.03159423,-0.00763725,92.8,47.88,81.1,80.28,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 29.9,Deep v4 Shape Embedding 确认层,no,29.88,2026-09-18
34,LITE,Lumentum,Information Technology,29.31,Deep v4 Shape Embedding 确认层 未确认,930.909973,55.19,0.65,0.02292187,0.00420703,0.12489198,98.2,72.28,88.8,80.0,30.0,45.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 29.3,Deep v4 Shape Embedding 确认层,no,29.31,2026-09-18
35,PRM,PERIMETER SOLUTIONS,Materials,27.52,Deep v4 Shape Embedding 确认层 未确认,32.18,56.31,1.12,-0.00170625,0.01996834,0.05681442,87.7,41.27,100.0,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 27.5,Deep v4 Shape Embedding 确认层,no,27.52,2026-09-18
36,GOOG,Alphabet Inc. (Class C),Communication Services,26.96,Deep v4 Shape Embedding 确认层 未确认,344.410004,57.34,0.97,0.00905308,0.02677164,0.00772454,87.7,56.75,88.8,80.0,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 27.0,Deep v4 Shape Embedding 确认层,no,26.96,2026-09-18
37,SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",,26.77,Deep v4 Shape Embedding 确认层 未确认,272.109985,58.69,0.88,0.06894244,-0.04351649,0.12194108,98.2,76.12,64.3,81.36,68.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 26.8,Deep v4 Shape Embedding 确认层,no,26.77,2026-09-18
38,DXCM,Dexcom,Health Care,26.58,Deep v4 Shape Embedding 确认层 未确认,89.349998,61.21,1.4,0.01603361,0.07585785,-0.00578619,90.4,65.3,81.1,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 26.6,Deep v4 Shape Embedding 确认层,no,26.58,2026-09-18
39,KEYS,Keysight Technologies,Information Technology,25.45,Deep v4 Shape Embedding 确认层 未确认,335.02301,58.42,0.86,0.00758800,-0.01053482,0.04843761,92.8,72.53,81.1,80.28,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 25.4,Deep v4 Shape Embedding 确认层,no,25.45,2026-09-18
40,MU,Micron Technology,Information Technology,22.71,Deep v4 Shape Embedding 确认层 未确认,1015.799988,63.34,0.84,0.04056543,0.04191026,0.08375120,98.2,74.02,91.6,80.0,68.0,45.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 22.7,Deep v4 Shape Embedding 确认层,no,22.71,2026-09-18
41,GEO,GEO GROUP,Industrials,19.89,Deep v4 Shape Embedding 确认层 未确认,31.74,52.57,1.42,-0.00157285,0.00857963,0.03488751,90.4,54.13,88.8,80.75,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 19.9,Deep v4 Shape Embedding 确认层,no,19.89,2026-09-18
42,PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,Consumer Discretionary,16.59,Deep v4 Shape Embedding 确认层 未确认,48.93,52.51,1.42,-0.00091880,0.00782700,0.01262417,73.3,71.57,77.6,80.75,100.0,100.0,early_transition,fresh_bearish_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 16.6,Deep v4 Shape Embedding 确认层,no,16.59,2026-09-18
43,SPNT,SIRIUSPOINT,Financials,7.45,Deep v4 Shape Embedding 确认层 未确认,24.73,58.5,1.81,0.00877018,0.02232323,0.05819422,73.0,61.72,100.0,80.75,100.0,100.0,mixed_sideways,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 7.5,Deep v4 Shape Embedding 确认层,no,7.45,2026-09-18
44,JNJ,Johnson & Johnson,Health Care,6.13,Deep v4 Shape Embedding 确认层 未确认,269.98999,54.44,1.74,0.00809940,0.01660518,-0.01272538,92.8,53.73,81.1,80.28,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 6.1,Deep v4 Shape Embedding 确认层,no,6.13,2026-09-18
45,CZWI,CITIZENS COMMUNITY BANCORP INC,Financials,0.0,Deep v4 Shape Embedding 确认层 数据不足,21.870001,55.53,1.58,0.01720935,0.00137367,0.04441261,79.6,75.62,88.8,80.75,100.0,100.0,fresh_bullish_cross,mixed_or_bearish,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
46,NATH,NATHANS FAMOUS INC,Consumer Discretionary,0.0,Deep v4 Shape Embedding 确认层 数据不足,98.980003,58.99,2.15,0.01000003,0.01030930,0.01726619,98.2,71.56,77.6,80.75,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
47,GRAL,GRAIL INC,Health Care,0.0,Deep v4 Shape Embedding 确认层 数据不足,80.769997,58.75,1.63,0.01559158,0.06080901,0.09133894,98.2,65.62,100.0,80.0,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
48,HTFL,HEARTFLOW,Health Care,0.0,Deep v4 Shape Embedding 确认层 数据不足,50.75,61.25,1.31,0.02421798,0.01805420,0.11538462,82.9,58.4,100.0,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
49,AII,AMERICAN INTEGRITY INSURANCE GROUP,Financials,0.0,Deep v4 Shape Embedding 确认层 数据不足,26.530001,58.2,1.16,0.01666994,0.02333663,0.06546189,82.9,54.93,100.0,80.75,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
50,HBB,HAMILTON BEACH BRANDS HOLDING COMP,Consumer Discretionary,0.0,Deep v4 Shape Embedding 确认层 数据不足,31.715,55.12,1.17,0.01781130,0.05365449,-0.05834323,90.4,53.03,72.7,80.75,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
