current_rank,ticker,name,sector,2026-07-07__predicted_rank,2026-07-07__close,2026-07-07__next_snapshot_return,2026-07-06__predicted_rank,2026-07-06__close,2026-07-06__next_snapshot_return,2026-07-02__predicted_rank,2026-07-02__close,2026-07-02__next_snapshot_return,2026-07-01__predicted_rank,2026-07-01__close,2026-07-01__next_snapshot_return,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
11,SYK,Stryker Corporation,Health Care,11,326.144989,,14,324.730011,0.004357398306496618,10,326.459991,-0.005542959362140554,31,313.377991,0.041705144945348716,28,314.799988,-0.004643644449798479,13,330.231995,-0.047561422979473744,197,332.410004,-0.007447915803646565,105,316.109985,0.05156439142534519,40,313.679993,0.007746722947675977,327,310.0,0.011870945161290392,351,304.690002,0.01742754263397206,316,305.635,-0.010103918522569866
12,NWSA,News Corp (Class A),Communication Services,12,27.110001,,280,26.639999,0.01764271837998188,166,26.639999,0.0,350,25.780001,0.033359114299491344,395,24.83,0.03826020942408381,405,25.26,-0.0170229612034839,405,25.41,-0.005903187721369441,380,25.030001,0.015181741303166518,377,25.23,-0.007927031311930288,386,24.98,0.010008006405124004,374,24.610001,0.015034497560564963,423,24.725,-0.026503163508577288
13,FIS,Fidelity National Information Services,Financials,13,43.07,,353,41.25,0.0436152168645505,357,41.790001,-0.013157871128178678,377,40.779999,0.024264755496685053,366,38.869999,0.04886826005997258,366,38.685001,0.004652365072431275,370,38.580002,0.00298161783769757,306,37.860001,0.019017458557383682,468,38.66,-0.020693197102948813,477,38.029999,0.016565895781380346,474,37.720001,0.008218398509586278,453,37.695,-0.012823816090652085
14,CLX,Clorox,Consumer Staples,14,98.355003,,29,97.269997,0.011362498714653002,31,97.286003,0.0001027657803256421,36,96.470001,0.008981591142534384,39,95.43,0.010792110000165334,85,97.150002,-0.017097497871974343,9,97.529999,-0.003998349354128128,125,95.269997,0.023722074852169817,393,95.379997,-0.0011532816466748308,411,92.639999,0.02957683537971545,200,90.599998,0.02251656782597289,49,95.800003,-0.05427979997036125
15,AVY,Avery Dennison,Materials,15,166.550003,,41,166.089996,0.003071609380277396,36,166.929993,-0.005270437771632941,48,163.139999,0.02335702621864355,60,162.270004,0.00486598688514972,125,163.199997,-0.006429114346045872,107,165.815002,-0.015444003844232834,90,164.610001,0.007320338938579862,29,163.149994,0.008948863338603674,326,157.860001,0.03351066113321499,318,157.479996,0.002413036637364474,270,157.81,-0.0075623711427816875
16,ABT,Abbott Laboratories,Health Care,16,96.57,,17,95.639999,0.009829583075277037,19,95.389999,0.0025156917711595117,37,92.160004,0.03482316120633544,20,90.684998,0.01564917380756392,17,92.709999,-0.02184231498050171,21,93.844002,-0.014980917499545776,46,93.239998,0.0064779495169016155,87,90.489998,0.030390099025087824,19,90.529999,-0.00044185353409764705,292,87.830002,0.030741169742885877,347,88.22,-0.00656036617756528
17,AOS,A. O. Smith,Industrials,17,61.810001,,26,62.445,-0.010248198394744668,20,62.720001,-0.004384582200500975,20,62.139999,0.009333794807431461,10,62.715,-0.00924748071990622,80,61.68,0.01678015564202351,76,61.73,-0.000648104331689825,69,61.130001,0.009815131526007992,18,60.18,0.015785992023928275,308,57.439999,0.04770196810066096,258,58.689999,-0.021298347611149238,285,58.05,0.008072792716028898
18,XYL,Xylem Inc.,Industrials,18,119.260002,,155,119.400002,-0.00133977560441767,34,118.169998,0.010836428779975593,30,117.239998,0.007674605807314938,166,118.220001,-0.00820574408430541,93,116.739998,0.012764481810216388,91,116.440002,0.0024903478529072487,21,117.0,-0.00478630769230759,316,112.040001,0.044269894285345446,317,110.400002,0.014855063136683722,267,111.769997,-0.012257269721497877,301,111.85,0.0031412583583065867
19,ALLE,Allegion,Industrials,19,139.929993,,27,140.190002,-0.0014985443235231433,22,140.645004,-0.002774221044612113,23,139.960007,0.005109776572346458,11,140.470001,-0.0037724961288171377,42,139.75,0.005871872790771615,58,139.839996,0.00028625723281239246,24,137.0,0.020729897810219056,278,134.0,0.02238805970149249,341,128.759995,0.0406959086943115,287,130.929993,-0.016573727304789454,287,131.2275,-0.019765021049972797
20,SHW,Sherwin-Williams,Materials,20,343.86499,,164,349.399994,-0.015080385313774425,127,351.859985,-0.008738132387314246,150,346.019989,0.016789473201773486,169,344.105011,0.004937215280667706,175,344.350006,-0.0005662997583374407,158,344.084991,0.0008137849690572629,150,339.079987,0.01476054085138312,144,333.130005,0.017860840845002945,73,322.899994,0.03168166983614129,117,316.899994,0.018933417840329758,70,319.08,-0.012126359583723878
21,APD,Air Products,Materials,21,307.609985,,242,308.690002,-0.004047141296079526,168,314.028015,-0.01750533105760632,129,306.390015,0.02489563038307363,156,293.059998,0.04505771988336171,417,271.540009,0.08000733930332027,338,277.809998,-0.02249900931462223,322,279.929993,-0.007573304229675837,305,278.730011,0.004305176883159678,291,282.450012,-0.01317047563092344,290,283.109985,-0.0023311540919335183,319,283.08,0.010349359741423259
22,SRE,Sempra,Utilities,22,94.949997,,49,92.989998,0.021516945288336142,40,93.07,-0.0007522028960283977,35,91.379997,0.0186056358124449,35,92.699997,-0.01434583124092137,38,93.915001,-0.012884750808870193,101,94.224998,-0.0037657368335335395,86,93.43,0.008509022797816401,32,92.730003,0.007548764988177581,229,92.290001,0.004767602072081489,289,91.620003,0.007312791727369872,284,91.9,0.01025472466082844
23,NRG,NRG Energy,Utilities,23,139.029999,,35,141.0,-0.01404152946746784,42,136.690002,0.03145576513801984,19,140.820007,-0.029190347389410287,40,146.049896,-0.03587560640662202,44,149.095001,-0.020522466497736924,161,149.309998,-0.0017742367315598528,66,147.110001,0.014954775236525109,21,142.210007,0.03445604218274201,311,137.660004,0.03305246889285285,271,138.910004,-0.008998631948783142,253,138.05,0.028505894099006168
24,MSCI,MSCI Inc.,Financials,24,617.73999,,222,614.054993,0.006025685838976447,347,603.109985,0.018147615314310972,367,582.174988,0.036217986958882564,427,560.159973,0.03952398198258611,425,558.150024,0.003870919354838742,412,554.0,0.005947640159941203,427,544.559998,0.01733509996083127,383,577.289978,-0.056695908897278824,381,581.51001,-0.007257023830079756,373,580.849976,0.0011363243991939775,298,575.265,-0.0005850513581272532
25,BDX,Becton Dickinson,Health Care,25,157.380005,,37,155.5,0.01182983208697963,116,158.039993,-0.016320862647762446,26,152.860001,0.033616737748204395,94,151.320007,0.01011034811193623,59,155.220001,-0.024937141247024286,128,155.925003,-0.004489462602481509,176,151.380005,0.030023767009387914,381,147.770004,0.024429863316509204,382,143.919998,0.02675101482422204,384,140.710007,0.022812812453345988,440,141.32,-0.022711411938086234
26,PPL,PPL Corporation,Utilities,26,36.775002,,66,36.105,0.018415978443202086,29,36.875,-0.021279453002967186,45,35.630001,0.03523304422327467,101,36.349998,-0.01980734634428316,70,36.740002,-0.010615241664929664,78,37.02,-0.007563425175580951,81,37.0,0.000540540540540535,25,36.919998,0.0021669015258343194,272,36.290001,0.01736007116671079,297,35.59,0.01966847429053087,263,35.73,0.005935528379436894
27,MDT,Medtronic,Health Care,27,84.440002,,32,83.059998,0.016614544103408457,1,83.184998,-0.0015627358681877812,157,79.209999,0.05031567109781587,26,78.220001,0.012527111880591413,22,80.910004,-0.03348571605090833,37,80.964996,-0.0008643985849197122,38,80.519997,0.005526565034521758,58,80.129997,0.004867091159381998,51,80.629997,-0.00620116604990073,125,79.269997,0.017156554200449925,109,79.485,-0.0008822662405981729
28,DLTR,Dollar Tree,Consumer Staples,28,121.099998,,67,121.459999,-0.002963947002831757,134,124.050003,-0.02087870969257455,46,121.150002,0.02393727570883586,85,120.949997,0.0016536172382046743,168,122.620003,-0.013619360293116278,119,123.870003,-0.010091224426627354,4,118.209999,0.04788092418476375,49,119.349998,-0.009551730365341182,140,113.410004,0.052376278903931706,140,113.93,-0.004564170982182092,148,115.075,0.020420940073068827
29,RVTY,Revvity,Health Care,29,112.440002,,36,112.949997,-0.004515228096907298,126,113.730003,-0.00712029699155603,154,112.824997,0.007887336330639316,165,111.254997,0.014066106164549508,158,111.150002,0.00040462189015944006,141,112.945,-0.01654570031531677,104,113.529999,-0.005152814279510531,153,105.629997,0.07478938014170344,280,99.900002,0.05735730615901291,277,99.040001,0.008683370267736468,264,99.79,-0.009599990000000003
30,IP,International Paper,Materials,30,38.450001,,43,38.599998,-0.0033696473110602643,44,38.779999,-0.004898246844592724,50,38.345001,0.011476238914971182,36,38.09,0.0064305252719436545,32,38.23,-0.003662045513994072,150,38.764999,-0.013673839714852587,149,39.02,-0.006535135827780647,149,38.299999,0.018798982214072835,12,36.560001,0.0475929418054446,3,36.889999,-0.008945459716602433,2,36.82,0.0019011135252580136
31,ALGN,Align Technology,Health Care,31,184.509995,,18,188.389999,-0.020595594355303226,41,184.520004,0.0209733086717252,5,181.490005,0.016695128748274612,356,168.660004,0.07607020452815849,271,173.429993,-0.02750382974414356,56,178.429993,-0.0280221946766539,130,175.710007,0.015479972065563619,152,170.899994,0.028145191157818328,47,168.490005,0.014303453786472353,187,173.759995,-0.030329133009010523,57,176.82,-0.0456942382942197
32,V,Visa Inc.,Financials,32,350.670013,,193,357.230011,-0.018418438068579457,256,361.579987,-0.013531035629041566,257,351.100006,0.02990771444912932,220,342.679993,0.023346673156858788,86,341.690002,0.0030147783348124513,102,335.079987,0.016238856798538537,94,330.519989,0.013796436378315402,112,332.230011,-0.005147102740215681,114,328.480011,0.011416219783309645,130,326.600006,0.005756291994679197,125,329.295,-0.0019557022966537607
33,WST,West Pharmaceutical Services,Health Care,33,353.413086,,213,357.589996,-0.011818948726976197,251,365.639008,-0.022283573639294896,273,365.149994,0.001750706849314998,270,359.01001,0.017130902506963697,269,354.475006,0.012208235833589764,187,350.609985,0.01033205055724018,217,346.559998,0.011686250644542096,125,340.410004,0.018066431443654052,160,336.390015,0.011950381464206128,168,329.709991,0.020260302030095323,187,329.21,0.005366607518221267
34,KO,Coca-Cola Company (The),Consumer Staples,34,84.254997,,102,82.964996,0.015609908577747245,53,83.970001,-0.013964856358032574,233,81.315002,0.03296838438961269,241,81.245003,0.0005537713997947336,92,82.625,-0.01699938252875066,16,82.620003,-6.047440616518962e-05,204,80.419998,0.027356441864124337,219,80.599998,-0.0022332506757629655,206,80.309998,0.003611007436459035,294,79.529999,0.009807607315573952,311,79.805,0.001763446300081295
35,GEHC,GE HealthCare,Health Care,35,64.995003,,39,64.839996,0.0023906077970763384,80,65.565002,-0.011057820146181174,115,64.860001,0.010869580467629092,125,64.010002,0.013279159091418302,101,65.050003,-0.01598771640333363,18,65.760002,-0.010796821447785154,299,64.940002,0.012627039956050412,249,64.879997,0.0009248613251324755,374,63.720001,0.01820458226295374,399,60.639999,0.050791590547354826,404,60.93,-0.015424598149050173
36,CL,Colgate-Palmolive,Consumer Staples,36,94.709999,,76,93.389999,0.014134275769721372,235,95.089996,-0.01829073956556526,116,92.760002,0.025118520372606312,136,91.635002,0.011780126527050516,129,92.370003,-0.008279220600016846,116,92.010002,0.003258422939068195,106,91.059998,0.010432725904518492,116,91.879997,-0.008924673778559322,119,91.43,0.00492176528491739,225,88.669998,0.031126672631705654,213,89.59,-0.0090523577653433
37,ECL,Ecolab,Materials,37,284.125,,74,283.910004,0.0014274601669692633,54,283.315002,0.0019410609440850823,53,278.380005,0.017764152346950945,66,278.545013,-0.0008254549814501466,73,278.559998,-0.0001973905197978354,224,283.515015,-0.017944636374644163,192,281.200012,0.008232584997186931,71,276.290009,0.017771192732488617,36,268.660004,0.028400226629937686,21,269.339996,-0.0025246603181799943,16,269.119995,0.000817482922441215
38,PODD,Insulet Corporation,Health Care,38,159.699997,,45,159.770004,-0.0004381736136153114,21,164.479996,-0.0286356524473651,7,159.789993,0.029351043278410982,293,152.25,0.049523763546797994,295,157.740005,-0.03480413862038356,285,158.25,-0.0032227172195893328,301,153.820007,0.02879984916396472,336,148.880005,0.03318109775721734,347,143.899994,0.03460744411149874,363,138.970001,0.03547523180920176,340,139.835,-0.046583385242295106
39,PSX,Phillips 66,Energy,39,178.020004,,296,177.350006,0.003891061818179997,248,176.410004,0.005271556572628455,358,174.544998,0.01094558166189108,404,169.039993,0.03250514582954489,341,174.059998,-0.028784888903449213,398,171.699997,0.014040221871490566,388,171.759995,-0.00034931300504525975,399,168.639999,0.018500925157145076,387,170.339996,-0.009980022542680045,395,168.410004,0.01146007929552706,428,168.105,0.013663205812346257
40,CMS,CMS Energy,Utilities,40,77.555,,78,76.290001,0.01658145213551654,66,77.720001,-0.01852569078120314,206,75.952003,0.023709207684647016,97,76.480003,-0.007163359477124098,231,77.919998,-0.0186064031823433,199,78.800003,-0.011292983410556401,256,77.099998,0.022049352063536976,222,76.489998,0.007974898888087223,117,75.330002,0.015398857947727107,40,73.800003,0.020731692924185863,281,74.19,0.005723712417159188
41,XYZ,"Block, Inc.",Financials,41,78.150002,,42,78.93,-0.009756665224446737,72,78.864998,0.0012685271782690855,123,77.139999,0.02249450366243355,134,76.029999,0.01499998684210535,95,78.0,-0.025506255787218213,68,77.709999,0.0023130300693909867,72,74.080002,0.04900103809392453,50,75.68,-0.021141622621564604,212,72.370003,0.045737140566375345,116,73.07,-0.009579813877104049,79,73.655,-0.02286706369172342
42,ABNB,Airbnb,Consumer Discretionary,42,148.350006,,70,147.649994,0.004741022881450396,47,148.929993,-0.008594635467417233,93,147.309998,0.010997182961064222,78,143.100006,0.02941992888525813,55,147.169998,-0.027655038766800755,57,145.559998,0.011060731122021439,67,141.880005,0.025937361645850032,68,144.399994,-0.01745144809355037,123,138.850006,0.03997110378230717,120,139.190002,-0.0024426754444617504,133,139.2,-0.02261078512433712
43,SBUX,Starbucks,Consumer Discretionary,43,103.260002,,224,102.110001,0.011262373800192238,51,104.269997,-0.020715412507396613,87,103.389999,0.00851144219471367,252,102.190002,0.011742802392742835,109,104.059998,-0.01797036359735449,127,104.599998,-0.005162523999283519,131,103.160004,0.013958840094655312,147,103.529999,-0.0035737950697749543,74,101.050003,0.024542265476231506,259,100.150002,0.008986530025231643,240,100.885,-0.004967709787030095
44,COF,Capital One,Financials,44,203.0,,34,206.5,-0.016949152542372836,57,205.044998,0.006727793650735947,67,204.845001,0.0010984815560521888,107,200.600006,0.021059745316013956,75,202.179993,-0.00830528479486492,70,203.990005,-0.008921602941176499,186,204.899994,-0.004441137270116302,85,200.479996,0.022047077455049413,42,197.809998,0.013497790945834698,24,200.699997,-0.014399596627796551,179,201.82,-0.004118503469054291
45,BKNG,Booking Holdings,Consumer Discretionary,45,182.020004,,63,181.029999,0.005468734494110006,49,184.559998,-0.019126566093699227,78,182.639999,0.010512478156551097,71,178.240005,0.024685782521157273,56,182.410004,-0.022860582800052986,24,181.460007,0.005235296833202563,20,177.050003,0.0249082401879428,8,181.25,-0.023172397241379317,34,168.940002,0.07286609360878304,28,167.770004,0.0069738211367031955,12,171.779999,-0.023343782881265485
46,NVR,"NVR, Inc.",Consumer Discretionary,46,6799.989746,,85,6675.970215,0.015885119280322213,64,6743.209961,-0.011083121170671673,210,6640.700195,0.014973513568352415,43,6803.319824,-0.02534706746763915,174,6812.77002,-0.0025963764355559915,146,6812.779785,-0.002321127362253095,138,6814.439941,-0.0002436232492140089,141,6764.830078,0.0073334972834480094,43,6389.569824,0.05873012805814826,36,6352.549805,0.005827584219940007,14,6490.930176,-0.021319035523083785
47,EXC,Exelon,Utilities,47,48.084999,,106,47.049999,0.021997875069030393,69,47.880001,-0.017335045586151954,255,46.259998,0.03501952161779154,122,46.619999,-0.007722029337666747,35,47.150002,-0.01124078425277697,51,47.400002,-0.0052742613808328676,51,46.75,0.013903786096256754,51,46.900002,-0.0031983367506039917,49,46.619999,0.006006070484900761,132,45.939999,0.014801915864212312,83,46.055,0.002837764618254468
48,CNP,CenterPoint Energy,Utilities,48,44.715,,84,44.009998,0.016250000000000098,56,44.580002,-0.01344996607375093,203,43.75,0.019437502858449696,88,44.040001,-0.006584945354565219,46,44.779999,-0.01674480873532469,155,45.005001,-0.005772690813217296,68,44.220001,0.017752147947712515,82,43.860001,0.008207934149386142,88,43.5,0.008275885057471122,98,43.119999,0.008812639350942453,89,43.355,0.007006048575431967
49,UBER,Uber,Industrials,49,73.400002,,80,72.43,0.013532229039829424,77,74.43,-0.026870885395673838,126,72.669998,0.024359976638592018,96,72.120003,0.007067543954127453,51,75.449997,-0.0447681721854305,12,76.050003,-0.009842520072540162,297,72.25,0.05259519723183392,244,73.849998,-0.02166551175803688,357,69.669998,0.05999713104627902,350,71.43,-0.02463953520929585,339,72.265,-0.0029313093653169364
50,AEE,Ameren,Utilities,50,115.290001,,207,112.989998,0.020355810609006264,48,115.0,-0.017649096269755638,196,112.209999,0.025046777341175108,81,113.050003,-0.00734255124431582,52,114.599998,-0.013439157463623563,253,116.639999,-0.03144017917511832,257,114.529999,0.018423120740619137,131,113.32,0.010677717966819822,111,111.699997,0.014503160640192192,33,109.699997,0.01823154106376146,288,109.825,0.009478227836168696
51,DUK,Duke Energy,Utilities,51,128.990005,,205,126.010002,0.023973993617734335,70,129.544998,-0.027700646865710832,40,125.785004,0.030015115608216014,44,126.525002,-0.006280597151515188,36,128.309998,-0.01406530017820784,104,128.380005,-0.0007009034595436558,87,127.110001,0.009991377468402396,31,126.529999,0.0045839089906258845,234,125.050003,0.011835233622505381,302,123.519997,0.012386706907060674,293,124.155,-0.002745066988978917
52,ITW,Illinois Tool Works,Industrials,52,271.299988,,195,274.287506,-0.010828749477216904,55,272.660004,0.005600146443754728,63,268.98999,0.013719013221849874,59,270.445007,-0.005471996874063856,74,267.410004,0.011122765128340317,74,267.609985,-0.0011205670691609715,146,270.600006,-0.011049596946424378,34,263.679993,0.02624398203772693,54,261.640015,0.00779688840791426,38,265.309998,-0.013832810778582116,65,265.13,0.004619644888025354
53,PM,Philip Morris International,Consumer Staples,53,186.994995,,6,184.759995,0.012096774520912845,7,182.220001,0.01366100260797709,311,177.684998,0.025493831667580347,218,180.850006,-0.017826576356717028,218,182.789993,-0.011046038471209996,242,180.729996,0.011174359436314507,248,178.929993,0.010059817081644828,359,178.779999,0.0008389864685030002,350,178.690002,0.0005036487715748272,358,173.169998,0.03187621449299782,350,172.97,-0.029316122062201466
54,CTAS,Cintas,Industrials,54,181.25,,129,178.240005,0.016887314382649343,2,181.369995,-0.01725748517553849,341,174.229996,0.04098030858015966,388,170.080002,0.024400246655688518,401,169.080002,0.005914359996281426,386,171.899994,-0.016404840595864,398,169.089996,0.01661835748106566,406,170.929993,-0.010764623385902672,406,168.800003,0.012618423946354929,392,169.449997,-0.003835904464489226,173,169.91,-0.008194374895134637
55,VTRS,Viatris,Health Care,55,17.065001,,81,16.799999,0.015773929510352946,82,16.700001,0.005987903833059693,124,16.18,0.03213850432632892,280,15.88,0.018891687657430767,15,16.23,-0.02156500308071474,118,16.33,-0.006123698714023185,331,16.07,0.01617921593030469,355,15.93,0.00878844946641566,352,15.75,0.011428571428571344,417,15.38,0.024057217165149414,415,15.345,0.0006506180871830303
56,KEY,KeyCorp,Financials,56,23.485001,,54,23.434999,0.0023474605206998955,196,23.01,0.018027758470894995,57,23.26,-0.010322580645161228,83,23.059999,0.009110672846450063,68,23.16,-0.003887732181425352,188,23.271,-0.004299226139295009,250,23.41,-0.005937633489961569,223,23.120001,0.012543208800034344,202,23.02,0.004344092093831353,97,22.83,0.008322382829610175,60,22.845,0.010624169986719778
57,ZBRA,Zebra Technologies,Information Technology,57,263.839996,,198,270.290009,-0.023863305284066216,85,267.179993,0.011640153011007737,215,267.850006,-0.0025014485159279287,69,263.26001,0.017435219272383895,114,255.809998,0.02912322449570559,117,251.529999,0.017015859010916623,147,243.389999,0.033444266541124534,57,247.779999,-0.017717329960922346,213,237.720001,0.04231868567087882,285,245.690002,-0.03243925652294144,378,244.61,0.04114758100089122
58,MCK,McKesson Corporation,Health Care,58,808.984985,,12,784.809998,0.03156600185063074,260,786.47998,-0.0018949383476272175,276,768.809998,0.023982477993861107,367,755.169983,0.017482824800936658,398,747.265015,0.010220263673180074,312,762.469971,-0.02127672825140825,300,763.809998,-0.0017543983497319005,279,766.549988,-0.00357444399307727,292,763.909973,0.003455924249335496,300,744.849976,0.025589041570970084,371,747.61,-0.007700237082848838
59,TDG,TransDigm Group,Industrials,59,1327.255005,,62,1346.949951,-0.014014344984155769,60,1348.01001,-0.001142047038851235,225,1308.939941,0.02965975221006545,90,1332.01001,-0.017341894630541144,99,1322.98999,0.006475600995935027,77,1324.411987,-0.001185351309162419,57,1332.560059,-0.006114600197543507,59,1322.670044,0.007477310796342396,92,1297.680054,0.019257435546589763,67,1295.900024,0.0013735858994010641,183,1285.31,-0.024399450098570585
60,DTE,DTE Energy,Utilities,60,154.274994,,228,151.429993,0.019258674555637567,201,153.919998,-0.017071303609909272,97,150.610001,0.0222487271319578,103,152.410004,-0.011550791217128875,268,154.070007,-0.010453187626199623,254,154.595001,-0.002331062723029409,249,152.809998,0.011681192483230074,103,151.100006,0.01131695520912146,121,149.190002,0.012802493293082806,104,146.830002,0.016073009384008463,91,147.34,-0.004947113105816081
61,EVRG,Evergy,Utilities,61,87.764999,,95,86.269997,0.01732933872711273,229,88.129997,-0.021105186239822493,77,86.190002,0.022508353115016755,93,86.43,-0.0027767904662733267,244,87.010002,-0.006665923303851851,235,87.209999,-0.0022932806133846295,255,86.660004,0.006346584059700566,91,85.82,0.009787974831041879,129,84.839996,0.011551202807694505,124,83.25,0.01909905105105114,211,83.65,0.009090909090909038
62,SNA,Snap-on,Industrials,62,408.630005,,267,413.600006,-0.012064189498382505,243,412.325012,0.0036642724032545093,75,403.369995,0.022428617889378666,221,402.350006,0.0024105393003559517,87,398.350006,0.010016118963354304,73,396.98999,0.003147821659816419,173,400.950012,-0.009876597783965213,72,392.140015,0.022466457548332652,62,385.850006,0.016301694705688208,70,390.700012,-0.012413631561393523,134,391.19,0.008909004519044528
