current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
26,WOR,WORTHINGTON ENTERPRISES INC,Industrials,26,57.950001,,15,56.630001,0.02330920,,,,,,,,,,,,,,,,,,
27,SFIX,STITCH FIX INC CLASS A,Consumer Discretionary,27,4.05,,,,,,,,,,,,,,,,,18,3.91,,,,
28,TNC,TENNANT,Industrials,28,89.559998,,18,87.0,0.02942526,2,87.915001,-0.01040779,,,,,,,,,,,,,,,
29,SMID,SMITH MIDLAND CORP,Materials,29,30.094999,,26,30.940001,-0.02731099,,,,,,,,,,,,,,,,,,
30,EQIX,Equinix,Real Estate,30,1043.094971,,27,1046.790039,-0.00352990,,,,,,,,,,,,,,,,,,
31,LHX,L3Harris,Industrials,31,305.26001,,29,303.410004,0.00609738,,,,,,,,,,,,,,,,,,
32,PPG,PPG Industries,Materials,32,121.709999,,,,,,,,,,,,,,,,,,,,,,
33,DOLE,DOLE PLC,Consumer Staples,33,14.46,,,,,,,,,,,,,,,,,,,,,,
34,CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary,34,585.5,,,,,,,,,,,,,,,,,,,,,,
35,BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,35,31.940001,,,,,,,,,,,,,,,,,,,,,,
36,DD,DuPont,Materials,36,141.190002,,33,139.960007,0.00878819,,,,,,,,,,10,138.820007,,,,,,,
37,JBI,JANUS INTERNATIONAL GROUP INC,Industrials,37,5.44,,,,,,,,,,,,,,,,,,,,,,
38,KMT,KENNAMETAL INC,Industrials,38,36.009998,,22,35.325001,0.01939128,22,35.23,0.00269659,4,34.849998,0.01090393,,,,,,,,,,,,
39,NVEC,NVE CORP,Information Technology,39,112.550003,,28,117.379997,-0.04114836,,,,,,,,,,,,,,,,,,
40,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,40,20.76,,,,,,,,,,,,,,,,,,,,,,
41,EBMT,EAGLE BANCORP MONTANA INC,Financials,41,23.629999,,,,,,,,,,,,,,,,,,,,,,
42,ESLT,Elbit Systems Ltd. - Ordinary Shares,,42,817.909973,,32,812.859985,0.00621262,,,,,,,,,,,,,,,,,,
43,APOG,APOGEE ENTERPRISES INC,Industrials,43,41.860001,,31,40.990002,0.02122466,38,40.740002,0.00613647,,,,,,,,,,,,,,,
44,SRI,STONERIDGE INC,Consumer Discretionary,44,7.4775,,36,7.45,0.00369128,4,7.41,0.00539811,38,7.13,0.03927069,9,7.39,-0.03518268,26,7.37,0.00271370,,,,,,
45,GRDN,GUARDIAN PHARMACY SERVICES INC CLA,Health Care,45,41.610001,,,,,,,,,,,,,,,,,,,,,,
46,OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,46,27.655001,,,,,,,,,,,,,,,,,,,,,,
47,BHR,BRAEMAR HOTELS RESORTS INC,Real Estate,47,2.28,,45,2.28,0.00000000,,,,,,,,,,,,,,,,,,
48,EXE,Expand Energy,Energy,48,89.894997,,43,90.510002,-0.00679488,41,91.519997,-0.01103578,17,91.730003,-0.00228939,,,,,,,,,,,,
49,SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,49,39.799999,,41,38.93,0.02234778,35,38.654999,0.00711424,,,,39,38.700001,,,,,,,,50,38.59,
50,ATLO,AMES NATIONAL CORP,Financials,50,30.629999,,50,30.23,0.01323186,16,30.049999,0.00599005,,,,,,,,,,,,,,,
