current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
18,ORLY,O’Reilly Automotive,Consumer Discretionary,18,92.440002,,,,,,,,,,,,,,,,,,,,,,
19,ZBH,Zimmer Biomet,Health Care,19,96.330002,,,,,,,,,,,,,,,,,,,,,,
20,GRDN,GUARDIAN PHARMACY SERVICES INC CLA,Health Care,20,41.610001,,17,41.490002,0.00289224,,,,,,,,,,,,,,,,,,
21,CPB,The Campbell's Company - Common Stock,,21,23.2899,,,,,,,,,,,,,,,,,,,,,,
22,CAC,CAMDEN NATIONAL CORP,Financials,22,56.360001,,,,,,,,,,,,,,,,,,,,,,
23,TEL,TE Connectivity,Information Technology,23,208.839996,,,,,,,,,,,,,,,,,,,,,,
24,SYF,Synchrony Financial,Financials,24,76.269997,,,,,,,,,,,,,,,,,,,,,,
25,TCOM,Trip.com Group Limited - American Depositary Shares,,25,45.560001,,,,,,,,,,,,,,,,,,,,,,
26,WM,Waste Management,Industrials,26,242.455002,,,,,,,,,,,,,,,,,,,,,,
27,JJSF,J AND J SNACK FOODS CORP,Consumer Staples,27,81.150002,,,,,,,,,,,,,,,,,13,77.760002,,,,
28,ALKT,ALKAMI TECHNOLOGY INC,Information Technology,28,18.02,,,,,,,,,,,,,,,,,,,,,,
29,TMDX,TRANSMEDICS GROUP INC,Health Care,29,74.25,,,,,,,,,,,,,,,,,,,,,,
30,TSCO,Tractor Supply,Consumer Discretionary,30,32.005001,,,,,,,,,,,,,,,,,,,,,,
31,DD,DuPont,Materials,31,141.190002,,,,,,,,,,,,,,,,,,,,,,
32,PJT,PJT PARTNERS INC CLASS A,Financials,32,171.570007,,,,,,,,,,,,,,,,,,,,,,
33,ECPG,ENCORE CAPITAL GROUP INC,Financials,33,96.065002,,,,,,,,,,,,,,,,,,,,,,
34,ZS,"Zscaler, Inc. - Common Stock",,34,151.365005,,,,,,,,,,,,,,,,,,,,,,
35,EXPO,EXPONENT INC,Industrials,35,65.940002,,,,,,,,,,,,,,,,,,,,,,
36,CL,Colgate-Palmolive,Consumer Staples,36,94.589996,,,,,,,,,,,,,,,,,,,,,,
37,PODD,Insulet Corporation,Health Care,37,170.345001,,,,,,,,,,,,,,,,,9,167.369995,,31,164.059998,0.02017553
38,CRM,Salesforce,Information Technology,38,181.800003,,6,173.550003,0.04753673,,,,,,,,,,,,,33,173.770004,,,,
39,FUTU,Futu Holdings Limited - American Depositary Shares,,39,101.474998,,,,,,,,,,,,,,,,,,,,,,
40,GILD,Gilead Sciences,Health Care,40,134.985001,,,,,,,,,,,,,,,,,,,,,,
41,WY,Weyerhaeuser,Real Estate,41,24.594999,,,,,,,,,,,,,,,,,,,,,,
42,TIPT,TIPTREE INC,Financials,42,18.309999,,,,,,,,,,,,,,,,,,,,,,
43,HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,43,26.055,,,,,,,,,,,,,,,,,,,,,,
44,MC,MOELIS CLASS A,Financials,44,68.084999,,16,67.790001,0.00435164,,,,,,,,,,,,,,,,,,
45,CG,The Carlyle Group Inc. - Common Stock,,45,46.038799,,39,46.279999,-0.00521175,,,,,,,,,,,,,,,,,,
46,AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,46,210.75,,,,,,,,,,,,,,,,,,,,,,
47,ABNB,Airbnb,Consumer Discretionary,47,150.520004,,,,,,,,,,,,,,,,,,,,,,
48,GFF,GRIFFON CORP,Industrials,48,94.639999,,,,,,,,,,,,,,,,,,,,,,
49,SNA,Snap-on,Industrials,49,418.790009,,,,,,,,,,,,,,,,,,,,18,410.98999,
50,ALH,ALLIANCE LAUNDRY HOLDINGS INC,Industrials,50,26.719999,,,,,,,,,,,,,,,,,,,,,,
