current_rank,ticker,name,sector,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return
33,PFG,Principal Financial Group,Financials,33,115.550003,,34,114.959999,0.00513225,12,114.019997,0.00824419,3,115.040001,-0.00886652,2,116.68,-0.01405553
34,RBCAA,REPUBLIC BANCORP INC CLASS A,Financials,34,96.389999,,15,97.239998,-0.00874125,30,96.260002,0.01018072,49,96.410004,-0.00155588,47,96.800003,-0.00402892
35,VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,35,47.755299,,,,,,,,,,,,,
36,LFST,LIFESTANCE HEALTH GROUP,Health Care,36,13.09,,,,,,,,,,,,,
37,OSCR,OSCAR HEALTH CLASS A,Financials,37,32.814999,,,,,,,,,,,,,
38,BBY,Best Buy,Consumer Discretionary,38,90.595001,,,,,,,,,,,,,
39,FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials,39,35.375,,,,,,,,,,,,,
40,MVBF,MVB FINANCIAL CORP,Financials,40,31.405001,,,,,,,,,,,,,
41,HUT,HUT CORP,Information Technology,41,100.449997,,,,,50,95.919998,,,,,,,
42,BSVN,BANK7 CORP,Financials,42,54.970001,,17,54.810001,0.00291918,8,54.639999,0.00311131,24,54.529999,0.00201724,,,
43,MATX,MATSON INC,Industrials,43,230.934998,,,,,,,,,,,,,
44,CCNE,CNB FINANCIAL CORP,Financials,44,34.389999,,,,,,,,,,,,,
45,BPRN,PRINCETON BANCORP INC,Financials,45,43.5,,39,43.59,-0.00206469,,,,,,,,,
46,CHRD,Chord Energy Corporation - Common Stock,,46,151.229996,,20,151.820007,-0.00388625,,,,,,,,,
47,MBWM,MERCANTILE BANK CORP,Financials,47,61.290001,,,,,,,,,,,20,62.139999,
48,BWFG,BANKWELL FINANCIAL GROUP INC,Financials,48,67.790001,,21,67.650002,0.00206946,40,66.709999,0.01409089,,,,,,
49,VST,Vistra Corp.,Utilities,49,148.050003,,,,,,,,,,,,,
50,BGC,BGC GROUP INC CLASS A,Financials,50,12.2303,,,,,,,,,,,,,
