current_rank,ticker,name,sector,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return
157,ARM,Arm Holdings plc - American Depositary Shares,,157,366.3900146484375,
158,PLXS,PLEXUS CORP,Information Technology,158,288.5899963378906,
159,PODD,Insulet Corporation,Health Care,159,143.89999389648438,
160,CRSP,CRISPR THERAPEUTICS AG,Health Care,160,53.9900016784668,
161,ISRG,Intuitive Surgical,Health Care,161,403.17999267578125,
162,ARWR,ARROWHEAD PHARMACEUTICALS INC,Health Care,162,79.9000015258789,
163,EWBC,"East West Bancorp, Inc. - Common Stock",,163,130.88999938964844,
164,QLYS,QUALYS INC,Information Technology,164,112.33000183105469,
165,NAVN,NAVAN INC CLASS A,Consumer Discretionary,165,21.280000686645508,
166,CROX,"Crocs, Inc. - Common Stock",,166,121.13999938964844,
167,RGEN,Repligen Corporation - Common Stock,,167,126.37000274658203,
168,BELFB,BEL FUSE INC CLASS B,Information Technology,168,288.6400146484375,
169,ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,169,123.05000305175781,
170,COO,Cooper Companies (The),Health Care,170,66.1500015258789,
171,HIVE,HIVE Digital Technologies Ltd - Common Shares,,171,4.630000114440918,
172,SANM,SANMINA CORP,Information Technology,172,247.0399932861328,
173,MRCY,MERCURY SYSTEMS INC,Industrials,173,110.87000274658203,
174,JBLU,JETBLUE AIRWAYS CORP,Industrials,174,5.53000020980835,
175,RVMD,"Revolution Medicines, Inc. - Common Stock",,175,169.50999450683594,
176,TMDX,TRANSMEDICS GROUP INC,Health Care,176,73.83000183105469,
177,AMGN,Amgen,Health Care,177,347.010009765625,
178,SMTC,SEMTECH CORP,Information Technology,178,163.27999877929688,
179,HBAN,Huntington Bancshares,Financials,179,17.399999618530273,
180,STLD,Steel Dynamics,Materials,180,243.69000244140625,
181,DASH,DoorDash,Consumer Discretionary,181,171.52000427246094,
182,CORZ,CORE SCIENTIFIC INC,Information Technology,182,29.15999984741211,
183,KMB,Kimberly-Clark,Consumer Staples,183,103.94999694824219,
184,PFG,Principal Financial Group,Financials,184,112.36000061035156,
185,FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",,185,2111.139892578125,
186,MEDP,"Medpace Holdings, Inc. - Common Stock",,186,473.4800109863281,
187,FROG,JFrog Ltd. - Ordinary shares,,187,78.70999908447266,
188,CINF,Cincinnati Financial,Financials,188,175.80999755859375,
189,AVT,"Avnet, Inc. - Common Stock",,189,89.5999984741211,
190,BIIB,Biogen,Health Care,190,197.19000244140625,
191,RIOT,RIOT PLATFORMS INC,Information Technology,191,28.690000534057617,
192,FRSH,FRESHWORKS INC CLASS A,Information Technology,192,9.1899995803833,
193,CBSH,"Commerce Bancshares, Inc. - Common Stock",,193,55.959999084472656,
194,CYTK,CYTOKINETICS INC,Health Care,194,80.01000213623047,
195,LSTR,"Landstar System, Inc. - Common Stock",,195,207.5,
196,ALGN,Align Technology,Health Care,196,168.49000549316406,
197,VLY,VALLEY NATIONAL,Financials,197,14.380000114440918,
198,AXSM,AXSOME THERAPEUTICS INC,Health Care,198,241.97000122070312,
199,EXC,Exelon,Utilities,199,46.619998931884766,
200,ONB,OLD NATIONAL BANCORP,Financials,200,25.31999969482422,
201,LNT,Alliant Energy,Utilities,201,74.56999969482422,
202,MYRG,MYR GROUP INC,Industrials,202,468.0,
203,NTNX,"Nutanix, Inc. - Class A Common Stock",,203,47.88999938964844,
204,IDCC,INTERDIGITAL INC,Information Technology,204,279.1700134277344,
205,CDNS,Cadence Design Systems,Information Technology,205,379.05999755859375,
206,TTWO,Take-Two Interactive,Communication Services,206,242.63999938964844,
207,BKNG,Booking Holdings,Consumer Discretionary,207,168.94000244140625,
208,COCO,THE VITA COCO COMPANY INC,Consumer Staples,208,82.73999786376953,
209,UMBF,UMB FINANCIAL CORP,Financials,209,139.47999572753906,
210,WTFC,Wintrust Financial Corporation - Common Stock,,210,157.47000122070312,
211,COLB,"Columbia Banking System, Inc. - Common Stock",,211,31.270000457763672,
212,MDLZ,Mondelez International,Consumer Staples,212,61.060001373291016,
213,NTES,"NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",,213,119.25,
214,POWI,POWER INTEGRATIONS INC,Information Technology,214,80.56999969482422,
215,NTRS,Northern Trust,Financials,215,176.25999450683594,
216,XENE,XENON PHARMACEUTICALS INC,Health Care,216,54.61000061035156,
217,CNTA,Centessa Pharmaceuticals plc - American Depositary Shares,,217,40.5,
218,TTEK,"Tetra Tech, Inc. - Common Stock",,218,28.040000915527344,
219,MAR,Marriott International,Consumer Discretionary,219,386.8299865722656,
220,EVRG,Evergy,Utilities,220,84.83999633789062,
221,XEL,Xcel Energy,Utilities,221,80.33000183105469,
222,PAYX,Paychex,Industrials,222,97.98999786376953,
223,JBHT,J.B. Hunt,Industrials,223,269.239990234375,
224,ARGX,argenx SE - American Depositary Shares,,224,853.4000244140625,
225,ODFL,Old Dominion,Industrials,225,217.5800018310547,
226,SLM,SLM Corporation - Common Stock,,226,23.239999771118164,
227,ROST,Ross Stores,Consumer Discretionary,227,229.0500030517578,
228,ROIV,Roivant Sciences Ltd. - Common Shares,,228,32.209999084472656,
229,AEIS,ADVANCED ENERGY INDUSTRIES INC,Information Technology,229,364.9599914550781,
230,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,,230,56.5,
231,LFUS,"Littelfuse, Inc. - Common Stock",,231,466.9599914550781,
232,TROW,T. Rowe Price,Financials,232,106.0,
233,SOLS,Solstice Advanced Materials Inc. - Common Stock,,233,84.66999816894531,
234,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",,234,269.1099853515625,
235,RPRX,Royalty Pharma plc - Class A Ordinary Shares,,235,55.349998474121094,
236,FAST,Fastenal,Industrials,236,45.599998474121094,
237,WYNN,Wynn Resorts,Consumer Discretionary,237,104.1500015258789,
238,EXEL,"Exelixis, Inc. - Common Stock",,238,51.34000015258789,
239,NDSN,Nordson Corporation,Industrials,239,291.07000732421875,
240,MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,240,513.4299926757812,
241,WING,Wingstop Inc. - Common Stock,,241,150.41000366210938,
242,ABNB,Airbnb,Consumer Discretionary,242,138.85000610351562,
243,BKR,Baker Hughes,Energy,243,58.68000030517578,
244,QRVO,"Qorvo, Inc. - Common Stock",,244,99.5999984741211,
245,ACLS,AXCELIS TECHNOLOGIES INC,Information Technology,245,171.05999755859375,
246,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",,246,161.44000244140625,
247,REGN,Regeneron Pharmaceuticals,Health Care,247,618.030029296875,
248,CRWD,CrowdStrike,Information Technology,248,680.9199829101562,
249,CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,,249,97.7699966430664,
250,TGTX,TG THERAPEUTICS INC,Health Care,250,,
251,AXON,Axon Enterprise,Industrials,251,433.0400085449219,
252,EA,Electronic Arts,Communication Services,252,203.52000427246094,
253,FER,Ferrovial N.V. - Ordinary Shares,,253,70.01000213623047,
254,WMT,Walmart,Consumer Staples,254,119.41999816894531,
255,CZR,"Caesars Entertainment, Inc. - Common Stock",,255,29.43000030517578,
256,HQY,HEALTHEQUITY INC,Health Care,256,84.91999816894531,
257,CASY,Casey's,Consumer Staples,257,831.8900146484375,
258,PEP,PepsiCo,Consumer Staples,258,142.0500030517578,
259,LYFT,"Lyft, Inc. - Class A Common Stock",,259,13.819999694824219,
260,FORM,FORMFACTOR INC,Information Technology,260,142.7899932861328,
261,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,261,183.00999450683594,
262,NWSA,News Corp (Class A),Communication Services,262,24.979999542236328,
263,IESC,IES INC,Industrials,263,710.5399780273438,
264,POWL,POWELL INDUSTRIES INC,Industrials,264,291.5,
265,GILD,Gilead Sciences,Health Care,265,125.05000305175781,
266,SLAB,SILICON LABORATORIES INC,Information Technology,266,218.72000122070312,
267,HALO,"Halozyme Therapeutics, Inc. - Common Stock",,267,69.62000274658203,
268,ENSG,ENSIGN GROUP INC,Health Care,268,158.88999938964844,
269,CHDN,"Churchill Downs, Incorporated - Common Stock",,269,86.31999969482422,
270,BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,270,17.229999542236328,
271,LEGN,Legend Biotech Corporation - American Depositary Shares,,271,29.299999237060547,
272,TXRH,"Texas Roadhouse, Inc. - Common Stock",,272,179.99000549316406,
273,UPST,UPSTART HOLDINGS INC,Financials,273,31.459999084472656,
274,CLSK,CLEANSPARK INC,Information Technology,274,17.190000534057617,
275,NVMI,Nova Ltd. - Ordinary Shares,,275,527.8800048828125,
276,NWS,News Corp (Class B),Communication Services,276,28.299999237060547,
277,MARA,MARA HOLDINGS INC,Information Technology,277,14.699999809265137,
278,BBIO,BRIDGEBIO PHARMA INC,Health Care,278,68.62999725341797,
279,SHOP,Shopify Inc. - Class A Subordinate Voting Shares,,279,107.68000030517578,
280,LPLA,LPL Financial Holdings Inc. - Common Stock,,280,295.1000061035156,
281,AGNC,AGNC Investment Corp. - Common Stock,,281,10.4399995803833,
282,ADP,Automatic Data Processing,Industrials,282,220.5,
283,LIN,Linde plc,Materials,283,512.260009765625,
284,LAMR,Lamar Advertising Company - Class A Common Stock,,284,152.3800048828125,
285,IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",,285,75.98999786376953,
286,WBD,Warner Bros. Discovery,Communication Services,286,26.8799991607666,
287,ESLT,Elbit Systems Ltd. - Ordinary Shares,,287,772.4500122070312,
288,CSX,CSX Corporation,Industrials,288,46.15999984741211,
289,TIGO,Millicom International Cellular S.A. - Common Stock,,289,87.86000061035156,
290,HON,Honeywell,Industrials,290,222.3699951171875,
291,WTW,Willis Towers Watson,Financials,291,257.54998779296875,
292,VTRS,Viatris,Health Care,292,15.75,
293,REG,Regency Centers,Real Estate,293,78.66999816894531,
294,INSM,Insmed Incorporated - Common Stock,,294,102.1500015258789,
295,SFM,"Sprouts Farmers Market, Inc. - Common Stock",,295,84.51000213623047,
296,GTX,GARRETT MOTION INC,Consumer Discretionary,296,33.75,
297,FCFS,FIRSTCASH HOLDINGS INC,Financials,297,223.50999450683594,
298,MTCH,"Match Group, Inc. - Common Stock",,298,35.310001373291016,
299,KHC,Kraft Heinz,Consumer Staples,299,22.469999313354492,
300,HUT,HUT CORP,Information Technology,300,120.51000213623047,
301,INIO,INNIO N.V. - Ordinary Shares,,301,38.310001373291016,
302,QNT,Quantinuum Inc. - Class A Common Stock,,302,77.45999908447266,
303,VNOM,"Viper Energy, Inc.  - Class A Common Stock",,303,,
304,DBX,"Dropbox, Inc. - Class A Common Stock",,304,26.559999465942383,
305,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,305,89.19000244140625,
306,DDOG,Datadog,Information Technology,306,220.57000732421875,
307,CGNX,Cognex Corporation - Common Stock,,307,63.959999084472656,
308,SNY,Sanofi - American Depositary Shares,,308,41.599998474121094,
309,CEG,Constellation Energy,Utilities,309,270.260009765625,
310,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",,310,71.83000183105469,
311,CHRW,C.H. Robinson,Industrials,311,178.83999633789062,
312,NOVT,NOVANTA INC,Information Technology,312,151.33999633789062,
313,RCAT,RED CAT HOLDINGS INC,Industrials,313,10.180000305175781,
314,CTAS,Cintas,Industrials,314,168.8000030517578,
315,TMUS,T-Mobile US,Communication Services,315,184.57000732421875,
316,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,316,87.52999877929688,
317,DKNG,DraftKings Inc. - Class A Common Stock,,317,25.149999618530273,
318,ACGL,Arch Capital Group,Financials,318,93.70999908447266,
319,BNTX,BioNTech SE - American Depositary Shares,,319,90.62000274658203,
320,ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,320,49.70000076293945,
321,TTAN,"ServiceTitan, Inc. - Class A Common Stock",,321,64.19000244140625,
322,FTAI,FTAI Aviation Ltd. - Common Stock,,322,262.0899963378906,
323,RIVN,"Rivian Automotive, Inc. - Class A Common Stock",,323,14.890000343322754,
324,CAMT,Camtek Ltd. - Ordinary Shares,,324,169.38999938964844,
325,GRAB,Grab Holdings Limited - Class A Ordinary Shares,,325,3.4600000381469727,
326,ORLY,O’Reilly Automotive,Consumer Discretionary,326,87.54000091552734,
327,IBRX,IMMUNITYBIO INC,Health Care,327,7.320000171661377,
328,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",,328,288.17999267578125,
329,TRI,Thomson Reuters Corp - Common Shares,,329,80.70999908447266,
330,SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",,330,66.18000030517578,
331,TEM,"Tempus AI, Inc. - Class A Common Stock",,331,48.61000061035156,
332,GSAT,GLOBALSTAR VOTING INC,Communication,332,79.91000366210938,
333,ASND,Ascendis Pharma A/S - Ordinary Share,,333,238.58999633789062,
334,AAPL,Apple Inc.,Information Technology,334,294.29998779296875,
335,GTLB,GitLab Inc. - Class A Common Stock,,335,27.0,
336,TCOM,Trip.com Group Limited - American Depositary Shares,,336,45.5,
337,JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,,337,230.25,
338,MANH,"Manhattan Associates, Inc. - Common Stock",,338,130.17999267578125,
339,SBUX,Starbucks,Consumer Discretionary,339,101.05000305175781,
340,NDAQ,"Nasdaq, Inc.",Financials,340,82.48999786376953,
341,LSCC,Lattice Semiconductor Corporation - Common Stock,,341,144.60499572753906,
342,LKQ,LKQ Corporation - Common Stock,,342,25.729999542236328,
343,LOGI,Logitech International S.A. - Registered Shares,,343,104.38999938964844,
344,SIRI,SiriusXM Holdings Inc. - Common Stock,,344,28.079999923706055,
345,WDAY,"Workday, Inc.",Information Technology,345,115.12999725341797,
346,URBN,URBAN OUTFITTERS INC,Consumer Discretionary,346,71.0,
347,COST,Costco,Consumer Staples,347,957.6799926757812,
348,RELY,REMITLY GLOBAL INC,Financials,348,20.399999618530273,
349,VIAV,VIAVI SOLUTIONS INC,Information Technology,349,49.970001220703125,
350,PSKY,Paramount Skydance Corporation,Communication Services,350,9.71500015258789,
351,PYPL,PayPal,Financials,351,41.70000076293945,
352,TSCO,Tractor Supply,Consumer Discretionary,352,29.68000030517578,
353,CELH,"Celsius Holdings, Inc. - Common Stock",,353,28.15999984741211,
354,AEHR,AEHR TEST SYSTEMS,Information Technology,354,102.38999938964844,
355,GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",,355,44.709999084472656,
356,GEN,Gen Digital,Information Technology,356,23.260000228881836,
357,MDLN,Medline Inc. - Class A common stock,,357,35.29999923706055,
358,TPG,TPG Inc. - Class A Common Stock,,358,39.58000183105469,
359,RGLD,"Royal Gold, Inc. - Common Stock",,359,206.61000061035156,
360,CG,The Carlyle Group Inc. - Common Stock,,360,42.90999984741211,
361,JKHY,Jack Henry & Associates,Financials,361,125.25,
362,CRUS,"Cirrus Logic, Inc. - Common Stock",,362,157.77999877929688,
363,CMCSA,Comcast,Communication Services,363,22.799999237060547,
364,CHTR,Charter Communications,Communication Services,364,131.75,
365,SAIA,"Saia, Inc. - Common Stock",,365,430.8699951171875,
366,HAS,Hasbro,Consumer Discretionary,366,82.87000274658203,
367,MELI,"MercadoLibre, Inc. - Common Stock",,367,1583.6600341796875,
368,SNPS,Synopsys,Information Technology,368,461.5,
369,TSEM,Tower Semiconductor Ltd. - Ordinary Shares,,369,282.6499938964844,
370,SITM,SITIME CORP,Information Technology,370,706.9000244140625,
371,MDB,"MongoDB, Inc. - Class A Common Stock",,371,320.9700012207031,
372,GFS,GlobalFoundries Inc. - Ordinary Share,,372,83.38999938964844,
373,EXE,Expand Energy,Energy,373,88.7300033569336,
374,TRMB,Trimble Inc.,Information Technology,374,49.189998626708984,
375,NXT,NEXTPOWER INC CLASS A,Industrials,375,120.63999938964844,
376,CRWV,"CoreWeave, Inc. - Class A Common Stock",,376,105.72000122070312,
377,HTHT,H World Group Limited - American Depositary Shares,,377,42.65999984741211,
378,FANG,Diamondback Energy,Energy,378,187.91000366210938,
379,SYNA,SYNAPTICS INC,Information Technology,379,134.41000366210938,
380,TW,Tradeweb Markets Inc. - Class A Common Stock,,380,99.18000030517578,
381,VSNT,"Versant Media Group, Inc. - Class A Common Stock",,381,37.880001068115234,
382,META,Meta Platforms,Communication Services,382,562.2000122070312,
383,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,383,123.88999938964844,
384,MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",,384,372.1499938964844,
385,GLXY,Galaxy Digital Inc. - Class A common stock,,385,31.350000381469727,
386,APP,AppLovin,Information Technology,386,467.0199890136719,
387,DPZ,Domino's,Consumer Discretionary,387,283.0299987792969,
