current_rank,ticker,name,sector,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
28,TT,Trane Technologies,Industrials,28,483.549988,,,,,,,,,,,,,,,,,,,,,,,43,481.244995,,,,,,,,,,,,,,,,
29,HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,29,303.059998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,SRI,STONERIDGE INC,Consumer Discretionary,30,7.42,,1,7.55,-0.01721854,,,,,,,,,,,,,,,,36,7.45,,4,7.41,0.00539811,38,7.13,0.03927069,9,7.39,-0.03518268,26,7.37,0.00271370,,,,,,
31,AZZ,AZZ INC,Industrials,31,151.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,150.779999,,20,150.529999,0.00166080,,,,,,
32,AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,32,59.549999,,,,,,,,,,,35,56.189999,,30,58.4025,-0.03788367,,,,,,,,,,,,,,,,,,,,,,,,
33,SGC,SUPERIOR GROUP OF COMPANIES INC,Consumer Discretionary,33,13.83,,42,13.95,-0.00860215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,LOW,Lowe's,Consumer Discretionary,34,219.880005,,9,218.110001,0.00811519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,OLED,Universal Display Corporation - Common Stock,,35,85.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,STOK,STOKE THERAPEUTICS,Health Care,36,31.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,CRVL,CORVEL,Health Care,37,62.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,TLS,TELOS CORPORATION CORP,Information Technology,38,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,OTIS,Otis Worldwide,Industrials,39,73.095001,,5,73.629997,-0.00726601,,,,,,,,,,,,,50,73.614998,,,,,,,,,,,,,,,,,,,,,,
40,ALT,ALTIMMUNE INC,Health Care,40,3.03,,12,3.07,-0.01302932,16,3.0,0.02333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,SLVM,SYLVAMO CORP,Materials,41,38.715,,10,39.360001,-0.01638722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,OFLX,OMEGA FLEX INC,Industrials,42,30.440001,,11,30.780001,-0.01104613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,YSWY,YESWAY INC CLASS A,Consumer Staples,43,21.459999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CVNA,Carvana,Consumer Discretionary,44,69.474998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ERII,ENERGY RECOVERY,Industrials,45,8.86,,50,9.12,-0.02850877,11,8.91,0.02356902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,CSCO,Cisco,Information Technology,46,121.5,,,,,12,115.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PPG,PPG Industries,Materials,47,119.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,TNC,TENNANT,Industrials,48,87.099998,,,,,,,,,,,,,,,,,,,,18,87.0,,2,87.915001,-0.01040779,,,,,,,,,,,,,,,
49,JBIO,JADE BIOSCIENCES INC,Health Care,49,21.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,GO,GROCERY OUTLET HOLDING,Consumer Staples,50,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
