current_rank,ticker,name,sector,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return,2026-07-16__predicted_rank,2026-07-16__close,2026-07-16__next_snapshot_return,2026-07-15__predicted_rank,2026-07-15__close,2026-07-15__next_snapshot_return,2026-07-14__predicted_rank,2026-07-14__close,2026-07-14__next_snapshot_return,2026-07-13__predicted_rank,2026-07-13__close,2026-07-13__next_snapshot_return,2026-07-10__predicted_rank,2026-07-10__close,2026-07-10__next_snapshot_return,2026-07-09__predicted_rank,2026-07-09__close,2026-07-09__next_snapshot_return,2026-07-08__predicted_rank,2026-07-08__close,2026-07-08__next_snapshot_return,2026-07-07__predicted_rank,2026-07-07__close,2026-07-07__next_snapshot_return,2026-07-06__predicted_rank,2026-07-06__close,2026-07-06__next_snapshot_return,2026-07-02__predicted_rank,2026-07-02__close,2026-07-02__next_snapshot_return,2026-07-01__predicted_rank,2026-07-01__close,2026-07-01__next_snapshot_return,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
11,TRI,Thomson Reuters Corp - Common Shares,,11,96.199997,,103,98.82,-0.026512882007690752,85,95.510002,0.03465603529146599,17,91.739998,0.041094441706876816,117,94.290001,-0.027044256792403742,42,89.650002,0.051756819815798716,96,88.809998,0.009458439577940458,110,88.889999,-0.0009000000101250238,82,90.760002,-0.020603822816134376,99,87.860001,0.03300706768714923,38,89.209999,-0.015132810392700535,357,84.910004,0.050641794811362884,337,81.669998,0.03967192456647295,318,82.660004,-0.011976844327275749,275,83.870003,-0.014427077104074981,240,81.010002,0.035304294894351385,372,80.980003,0.0003704494799785518,384,80.709999,0.0033453599720649763,422,76.550003,0.054343511913382825,457,77.17,-0.025833532048013863
12,VLY,VALLEY NATIONAL,Financials,12,14.95,,238,15.19,-0.01579986833443059,163,14.84,0.02358490566037741,255,14.58,0.017832647462276974,268,14.55,0.0020618556701030855,187,14.64,-0.006147540983606592,197,14.66,-0.0013642564802182067,281,14.47,0.01313061506565294,64,14.87,-0.026899798251513007,58,14.79,0.005409060175794567,206,14.59,0.013708019191226883,52,14.8,-0.01418918918918921,71,14.65,0.010238907849829282,59,14.65,0.0,172,14.72,-0.004755434782608758,184,14.78,-0.004059539918809141,192,14.61,0.01163586584531151,87,14.38,0.01599443671766343,84,14.24,0.00983146067415741,79,14.29,0.010645848119233525
13,RPRX,Royalty Pharma plc - Class A Ordinary Shares,,13,58.18,,138,58.529999,-0.005979822415510316,262,56.310001,0.0394245775275337,262,55.669998,0.011496371887780521,287,56.450001,-0.013817590543532488,212,56.43,0.00035443912812338496,103,57.959999,-0.026397498730115654,214,58.369999,-0.007024156364984657,89,57.799999,0.00986159186611757,110,56.919998,0.015460313262835923,87,57.77,-0.014713553747619956,116,55.779999,0.03567588805442612,110,56.07,-0.005172124130551126,14,57.09,-0.01786652653704679,162,56.23,0.015294326871776676,187,54.689999,0.028158731544317472,272,54.279999,0.007553426815648967,183,55.349998,-0.019331509280271386,293,53.57,0.03322751540041069,312,53.61,0.011518145987880368
14,ZS,"Zscaler, Inc. - Common Stock",,14,149.940002,,16,146.429993,0.02397056045751489,18,148.190002,-0.011876705420383216,4,152.089996,-0.025642672776452824,20,141.820007,0.0724156571223411,39,139.270004,0.018309779038995444,59,147.119995,-0.05335774379274538,74,143.550003,0.02486932724062707,59,149.5,-0.03979931103678924,62,150.419998,-0.006116194736287661,47,147.330002,0.020973297753705156,287,146.449997,0.006008911014180551,270,141.149994,0.03754872989934377,287,137.600006,0.02579933027037784,237,132.259995,0.04037510359803065,474,123.800003,0.06833595957182648,478,127.269997,-0.027264823460316445,482,126.169998,0.008718388027556312,492,124.059998,0.017007899677702776,492,123.18,-0.006327593213097282
15,FSLY,FASTLY INC CLASS A,Information Technology,15,20.719999,,31,20.32,0.019684990157480264,98,20.0,0.016000000000000014,66,20.9,-0.04306220095693769,58,20.030001,0.04343479563480801,127,19.59,0.02246049004594175,43,20.33,-0.03639940973930145,232,19.74,0.029888551165146993,339,18.59,0.061861215707369466,361,18.25,0.018630136986301338,385,18.129999,0.0066189192839998245,359,18.559999,-0.02316810469655739,335,18.360001,0.01089313666159386,268,18.0,0.020000055555555507,404,17.110001,0.05201630321354167,451,16.215,0.055195868023435235,432,16.379999,-0.01007319963816855,344,16.66,-0.01680678271308511,382,17.17,-0.02970297029702984,370,16.93,-0.04078212290502781
16,SLS,SELLAS LIFE SCIENCES GROUP INC,Health Care,16,13.19,,123,11.75,0.12255319148936161,112,12.79,-0.08131352619233767,21,13.39,-0.044809559372666286,137,12.62,0.06101426307448499,50,12.76,-0.010971786833855801,2,13.51,-0.05551443375277576,3,13.76,-0.018168604651162767,37,13.5,0.01925925925925931,77,13.94,-0.031563845050215145,122,14.98,-0.06942590120160219,90,13.27,0.1288620949510173,159,14.76,-0.10094850948509482,179,15.45,-0.044660194174757306,120,12.39,0.24697336561743333,132,10.53,0.17663817663817682,,,,,,,,,,,,
17,ADSK,Autodesk,Information Technology,17,218.350006,,186,217.059998,0.005943094130130833,242,208.979996,0.03866399729474579,272,205.919998,0.014860130291959317,323,212.220001,-0.029686188720732365,351,208.449997,0.018085891361274475,345,208.580002,-0.0006232860233648108,350,206.039993,0.012327747458232619,333,212.380005,-0.029852207603065062,347,207.539993,0.023320864234586347,336,207.479996,0.00028917004606077157,330,199.759995,0.038646381624108495,438,194.419998,0.027466294902441124,445,195.240005,-0.004199994770539006,434,196.259995,-0.005197136584050188,432,189.729996,0.03441732534480213,442,192.610001,-0.014952520559926796,463,188.779999,0.020288176821104953,460,187.720001,0.005646697178528282,472,187.505,-0.031472530077867544
18,PODD,Insulet Corporation,Health Care,18,164.059998,,13,164.429993,-0.002250167340212661,33,159.279999,0.032332961026701135,25,159.119995,0.0010055555871530952,35,162.059998,-0.01814144783588123,67,161.279999,0.004836303353399796,100,158.289993,0.018889418991887785,102,157.460007,0.005271090836417969,38,161.550003,-0.02531721401453646,38,159.770004,0.011141008671440078,29,164.479996,-0.0286356524473651,14,159.789993,0.029351043278410982,278,152.25,0.049523763546797994,262,157.740005,-0.03480413862038356,245,158.25,-0.0032227172195893328,262,153.820007,0.02879984916396472,296,148.880005,0.03318109775721734,312,143.899994,0.03460744411149874,352,138.970001,0.03547523180920176,347,139.835,-0.046583385242295106
19,BBIO,"BridgeBio Pharma, Inc. - Common Stock",,19,81.379997,,109,80.300003,0.013449488912223417,7,82.660004,-0.028550700287892528,98,84.089996,-0.01700549492236858,93,83.080002,0.012156884637532839,134,85.889999,-0.0327162304426154,206,90.169998,-0.04746588771134275,184,78.330002,0.15115531338809385,186,77.910004,0.005390809632098037,182,77.75,0.00205792926045012,123,77.190002,0.007254799656566835,138,74.519997,0.03582937610692616,100,74.480003,0.0005369763478662026,35,72.010002,0.034300804491020465,34,70.239998,0.0251993742938319,70,69.690002,0.007892035933647845,46,69.360001,0.004757799816064168,231,68.629997,0.010636806526452158,254,68.919998,-0.004207791764590629,258,69.53,0.0399879450726397
20,FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",,20,2122.129883,,142,2156.449951,-0.01591507745592935,274,2070.620117,0.041451270223508585,274,2062.25,0.004058730512789488,178,2106.060059,-0.020801903921392362,199,2092.590088,0.006436984996365913,295,2083.0,0.004603978876620118,298,2044.619995,0.018771216702299753,203,2092.429932,-0.022849002620748182,175,2117.350098,-0.011769506622234527,276,2082.98999,0.016495570389178704,164,2121.629883,-0.018212362726227727,282,2080.790039,0.019627085498557628,282,2079.649902,0.0005482350653844836,261,2078.929932,0.0003463175881581737,185,2089.209961,-0.004920534169327584,74,2117.290039,-0.013262272755631632,84,2111.139893,0.002913187335615408,73,2084.98999,0.012541980117611873,63,2081.355,0.006453824661329044
21,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,21,137.100006,,12,136.509995,0.0043221084287639044,32,132.389999,0.03112014526112361,27,137.020004,-0.03379072299545405,46,134.320007,0.02010122736220521,65,131.699997,0.019893774181331203,53,138.160004,-0.046757432056820036,78,136.850006,0.00957250962780365,60,138.75,-0.013693650450450345,115,138.869995,-0.0008640815461971041,131,136.580002,0.01676667862400505,70,134.289993,0.017052715163966115,273,131.429993,0.021760634195575168,321,128.75,0.020815479611650423,243,130.050003,-0.009996178162333447,379,122.839996,0.058694295301018995,406,124.68,-0.01475781199871673,416,123.889999,0.006376632548039662,426,120.300003,0.029842027518486525,414,119.63,-0.016594449168732872
22,DUOL,"Duolingo, Inc. - Class A Common Stock",,22,133.850006,,183,128.940002,0.03807975743633096,34,131.220001,-0.01737539233824581,195,128.350006,0.022360692371140134,29,132.339996,-0.030149539977317286,343,124.760002,0.06075660370701197,118,129.949997,-0.03993840030638862,189,127.57,0.01865640040761929,6,131.949997,-0.033194369833900006,159,129.720001,0.017190841680613245,184,125.760002,0.03148854116589472,249,121.214996,0.03749541022135583,327,115.019997,0.053860190937059294,300,116.029999,-0.008704662662282758,265,121.489998,-0.044941963041270294,200,119.940002,0.012923094665280965,29,132.149994,-0.09239494933310388,37,132.179993,-0.0002269556785344795,66,127.25,0.03874257760314337,125,128.25,0.013459716684608436
23,INSM,Insmed Incorporated - Common Stock,,23,108.32,,19,107.459999,0.00800298723248627,22,109.809998,-0.02140059232129299,19,110.110001,-0.002724575399831286,11,109.139999,0.008887685622940067,46,115.610001,-0.05596403376901615,139,118.260002,-0.022408261078838865,24,116.529999,0.014845988284956535,76,112.839996,0.03270119754346679,86,111.540001,0.011654966723552374,26,111.599998,-0.0005376075365162158,304,107.0,0.042990635514018605,310,106.620003,0.003564031038340909,314,104.739998,0.017949255641574346,293,103.379997,0.013155359251945109,267,104.470001,-0.010433655495035277,269,103.459999,0.009762246373112848,297,102.150002,0.012824248402853566,324,98.605003,0.03589900582193484,353,98.515,0.029279748561176877
24,GMAB,Genmab A/S - American Depositary Shares,,24,28.719999,,10,28.98,-0.008971739130434697,16,29.08,-0.003438789546079679,23,28.73,0.012182387747998513,100,28.799999,-0.002430520917726442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ADBE,Adobe Inc.,Information Technology,25,237.25,,26,235.309998,0.008244452069563035,53,224.559998,0.04787139337256319,260,220.779999,0.017121111591272387,227,230.610001,-0.042626087148752934,347,223.639999,0.031166168982141862,353,222.649994,0.004446463178436,352,220.940002,0.00773962154666763,343,221.539993,-0.002708273986449128,354,218.070007,0.015912257021205134,357,219.720001,-0.00750953027712753,346,210.979996,0.041425752041440056,459,205.020004,0.029070295013748915,433,206.429993,-0.006830349502555122,433,202.729996,0.018250861110854055,441,193.410004,0.048187745241968116,453,196.570007,-0.01607571291382215,461,197.429993,-0.0043559035125934065,474,194.899994,0.012981011174376889,482,193.055,-0.0013322914258599994
26,RELY,REMITLY GLOBAL INC,Financials,26,24.129999,,92,25.23,-0.04359892984542202,,,,,,,,,,8,23.77,,17,23.559999,0.00891345538681887,29,23.1,0.019913376623376555,162,24.129999,-0.04268541411874904,196,24.23,-0.004127156417664035,172,23.75,0.020210526315789457,211,22.950001,0.03485834270769739,52,22.41,0.024096430165104765,192,22.790001,-0.016674022962965163,207,22.370001,0.018775144444562297,105,21.74,0.028978886844526208,57,21.450001,0.013519766269474598,241,20.4,0.051470637254902085,270,20.66,-0.012584704743465736,274,20.8901,-0.020853080568720483
27,JKHY,Jack Henry & Associates,Financials,27,151.669998,,95,153.839996,-0.014105551588807996,11,148.470001,0.036168889094302825,13,145.369995,0.021324937102735753,116,150.729996,-0.03556028091449037,131,150.320007,0.002727441331212832,143,150.220001,0.0006657302578503277,149,147.369995,0.019339119879864253,199,146.710007,0.004498588838592221,226,146.380005,0.002254419925726836,224,146.869995,-0.0033362158145370246,163,142.419998,0.031245590945732094,299,137.740005,0.033977006171881596,297,136.729996,0.007386886780863966,285,135.0,0.012814785185185196,288,128.710007,0.048869494661747614,328,128.059998,0.00507581610301111,255,125.25,0.022435113772455217,443,123.419998,0.014827435015839052,454,123.525,-0.022260991311233602
28,GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary,28,7.29,,40,7.1,0.026760563380281654,76,6.74,0.053412462908011715,26,6.66,0.012012012012011963,19,6.64,0.003012048192771122,18,6.81,-0.02496328928046987,9,6.64,0.025602409638554313,8,6.5,0.021538461538461506,3,7.02,-0.07407407407407407,97,6.93,0.01298701298701288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CLRO,"ClearOne, Inc. - Common Stock",,29,7.3,,23,7.21,0.012482662968099856,3,7.69,-0.062418725617685356,40,6.62,0.16163141993957697,40,6.6,0.003030303030303161,1,8.39,-0.21334922526817646,60,9.65,-0.13056994818652845,77,10.16,-0.05019685039370081,173,13.84,-0.2658959537572254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,REGN,Regeneron Pharmaceuticals,Health Care,30,676.690002,,18,678.940002,-0.003313989444386878,36,664.450012,0.021807494526766558,44,656.119995,0.012695874327073309,28,663.090027,-0.010511441457707105,76,664.52002,-0.0021519186133776014,77,667.950012,-0.0051351028346114935,93,662.880005,0.0076484536594221275,215,676.22998,-0.019741767438349878,21,649.809998,0.04065801092829591,266,654.27002,-0.006816791024598867,297,624.719971,0.04730127156443986,304,623.539978,0.0018924095352872428,293,631.809998,-0.013089409832352739,272,632.900024,-0.0017222720155878335,275,620.140015,0.02057601298313272,280,623.429993,-0.005277221238856877,282,618.030029,0.008737381270514266,311,612.5,0.0090286187755102,333,608.91,0.004197130851568476
31,SYRE,SPYRE THERAPEUTICS INC,Health Care,31,100.230003,,154,94.120003,0.06491712500264146,93,102.07,-0.07788769471931023,20,98.949997,0.031531107575475614,23,93.730003,0.055691815138424694,26,97.739998,-0.04102716474375212,124,98.75,-0.010227868354430347,123,95.400002,0.03511528228269856,140,94.230003,0.012416416881574355,151,88.739998,0.06186618349935058,237,86.629997,0.02435647088848447,254,88.889999,-0.025424704977215717,19,88.779999,0.0012390178107570815,10,90.160004,-0.01530617722687766,16,87.889999,0.025827796402637215,19,88.669998,-0.008796650700274133,148,86.239998,0.028177180616353992,151,97.050003,-0.11138593164185684,153,100.32,-0.03259566387559798,225,101.09,0.13561245803090127
32,TENB,TENABLE HOLDINGS INC,Information Technology,32,39.880001,,43,39.77,0.0027659290922805724,41,40.189999,-0.010450336164477103,97,42.650002,-0.05767884840896376,66,39.200001,0.08801022734667785,101,39.779999,-0.014580141140777658,147,41.369999,-0.03843364849972575,141,39.529999,0.04654692756253298,149,40.619999,-0.026834072546382925,147,41.290001,-0.016226737315893858,225,38.599998,0.06968920050203109,223,37.900002,0.018469550476540864,208,36.880001,0.027657293176320596,85,33.490002,0.10122421013889471,,,,,,,,,,,,,,,,,,
33,NTSK,"Netskope, Inc. - Class A Common Stock",,33,13.59,,25,13.5,0.006666666666666599,2,13.25,0.018867924528301883,89,14.27,-0.07147862648913805,,,,,,,,,,,,,,,,,,,132,11.71,,239,11.66,0.004288164665523286,319,10.94,0.06581352833638032,301,10.495,0.04240114340161982,277,10.29,0.019922254616132173,301,9.88,0.04149797570850189,459,9.5,0.040000000000000036,465,9.53,-0.0031479538300104304,488,8.95,0.06480446927374306,490,8.995,-0.011049723756906271
34,ENSG,"The Ensign Group, Inc. - Common Stock",,34,171.279999,,15,172.889999,-0.009312279537927348,50,167.380005,0.032919069395415335,59,166.729996,0.0038985726359641593,56,168.389999,-0.009858085455538235,79,168.589996,-0.0011862922162950706,93,168.919998,-0.001953599360094538,130,169.929993,-0.005943594666069307,19,170.869995,-0.005501270132301395,307,166.830002,0.024216225808113334,257,168.220001,-0.008262982949334252,270,164.820007,0.02062852721514563,277,160.300003,0.028197154806042013,279,158.190002,0.01333839669589243,260,163.050003,-0.029806813312355573,272,165.740005,-0.016230251712614496,281,164.070007,0.010178569688242822,307,158.889999,0.032601221175663886,353,156.779999,0.013458349365087052,343,156.11,0.020371006327536856
35,HQY,HEALTHEQUITY INC,Health Care,35,97.669998,,136,98.690002,-0.010335433978408526,59,95.07,0.03807722730619556,77,94.5,0.006031746031746055,70,95.660004,-0.01212632188474505,92,94.400002,0.013347478530773671,86,94.809998,-0.0043243962519647905,81,94.730003,0.0008444526281710107,209,96.980003,-0.02320065921218828,209,96.57,0.0042456560008283795,204,95.309998,0.013220040147309708,97,92.290001,0.032722905702428084,17,90.32,0.02181134853852984,124,87.809998,0.028584467112731327,266,88.459999,-0.0073479652650686456,363,83.43,0.06029005154021316,380,85.0,-0.018470588235294016,365,84.919998,0.0009420866919944704,332,84.610001,0.003663834018865053,298,85.32,-0.007041403673763713
36,FRSH,FRESHWORKS INC CLASS A,Information Technology,36,10.89,,22,10.95,-0.005479452054794387,40,10.61,0.03204524033930256,30,10.47,0.013371537726838412,22,10.83,-0.0332409972299168,52,10.36,0.04536679536679533,45,10.4,-0.0038461538461539435,41,10.17,0.022615535889872307,34,10.38,-0.020231213872832443,34,10.17,0.0206489675516226,56,10.34,-0.01644100580270791,219,10.41,-0.00672430355427478,38,10.12,0.028656126482213606,1,10.21,-0.008814887365328317,93,9.85,0.03654822335025387,144,9.17,0.07415485278080691,67,9.37,-0.021344717182497308,240,9.19,0.019586507072905324,360,8.93,0.02911534154535267,359,8.8807,0.007900677200902928
37,VRSN,Verisign,Information Technology,37,277.660004,,27,275.220001,0.008865645633072905,214,270.519989,0.01737399153893948,308,268.850006,0.006211578808742901,241,270.309998,-0.00540117646702809,250,270.109985,0.0007404872500362814,336,269.980011,0.00048142082637370187,348,267.579987,0.008969370343829164,276,266.779999,0.0029986805720021437,409,259.130005,0.029521837889826763,416,256.429993,0.010529236336250136,435,255.899994,0.002071117672632905,428,251.559998,0.017252329601306515,436,252.490005,-0.0036833418415909147,422,255.619995,-0.01224469940232964,433,250.850006,0.019015303511692894,433,252.080002,-0.0048793874573199725,454,247.220001,0.019658607638303627,461,247.690002,-0.001897537228813917,469,247.63,-0.06404931997906671
38,NAVN,NAVAN INC CLASS A,Consumer Discretionary,38,25.959999,,69,25.799999,0.006201550627967123,8,25.290001,0.020165993666825033,37,25.799999,-0.01976736510726218,7,26.129999,-0.012629162366213698,27,25.92,0.008101813271604863,40,25.629999,0.011314904850366903,34,25.52,0.004310305642633239,150,27.25,-0.0634862385321101,173,26.299999,0.03612171240006523,210,25.67,0.024542228282041112,242,24.25,0.058556701030927805,92,22.870001,0.06034101179094842,6,23.709999,-0.03542800655537781,134,22.82,0.03900083260297982,172,21.59,0.05697081982399266,188,21.780001,-0.008723645145838121,171,21.280001,0.02349623949735724,185,21.66,-0.017543813481071147,189,21.945,-0.011410314924691911
39,WDAY,"Workday, Inc.",Information Technology,39,144.779999,,38,145.429993,-0.0044694631870056956,60,141.820007,0.025454701888429465,76,139.809998,0.014376718609208528,77,144.869995,-0.03492784686021411,81,138.949997,0.04260524021457868,137,138.339996,0.0044094334078192965,144,137.880005,0.003336169011598278,238,143.649994,-0.04016699784895206,85,137.990005,0.04101738383153175,241,135.399994,0.019128590212492913,380,130.270004,0.03937967177770241,453,122.419998,0.06412355928971669,391,123.580002,-0.009386664356907715,357,124.209999,-0.0050720312782548405,380,113.769997,0.09176410543458124,400,118.089996,-0.03658226053289049,393,115.129997,0.025710058865023644,458,113.040001,0.018488994882439824,455,113.125,-0.033267758487984245
40,MSFT,Microsoft,Information Technology,40,393.820007,,201,401.100006,-0.018150084495386465,271,395.630005,0.013826051944670015,283,384.929993,0.027797293519811417,305,390.98999,-0.015499110348067835,333,385.100006,0.015294686855964246,344,384.359985,0.0019253330962638593,344,383.339996,0.002660794622640905,329,388.839996,-0.014144635471089795,340,386.73999,0.005430020308993644,268,390.48999,-0.009603319152944212,418,384.279999,0.016160068221505286,422,373.019989,0.03018607670378759,401,368.570007,0.01207364114139664,363,372.970001,-0.011797179366176525,391,352.829987,0.05708135572955153,414,365.459991,-0.03455919747997804,413,373.940002,-0.022677464177796036,437,367.339996,0.01796702257273397,443,370.45,-0.0317870273872487
41,NXTC,"NextCure, Inc. - Common Stock",,41,5.99,,36,6.17,-0.02917341977309562,17,6.63,-0.06938159879336347,219,6.58,0.0075987841945288626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
