current_rank,ticker,name,sector,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
19,ONIT,ONITY GROUP INC,Financials,19,39.59,,,,,,,,,,,,,,,,,,,,,,,,,,49,40.689999,,,,,,,,,,,,,,,,,,,,,,,,,
20,JOBY,JOBY AVIATION CLASS A,Industrials,20,8.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,INFQ,INFLEQTION INC,Information Technology,21,11.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,GEVO,GEVO,Energy,22,1.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,DMRC,DIGIMARC,Information Technology,23,7.59,,24,7.51,0.01065246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GNL,GLOBAL NET LEASE INC,Real Estate,24,9.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,CEG,Constellation Energy,Utilities,25,277.559998,,,,,,,,,,,,,,13,267.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,SD,SANDRIDGE ENERGY INC,Energy,26,14.2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CVNA,Carvana,Consumer Discretionary,27,72.309998,,,,,,,,,,,26,69.474998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,DOX,Amdocs Limited - Ordinary Shares,,28,57.919998,,11,58.59,-0.01143543,6,58.549999,0.00068319,,,,,,,48,56.720001,,,,,32,55.720001,,39,55.279999,0.00795952,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,WYNN,Wynn Resorts,Consumer Discretionary,29,104.214996,,,,,26,102.540001,,,,,14,101.150002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,DMC,DEL MONTE,Consumer Staples,30,30.700001,,,,,16,30.735001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,DIS,Walt Disney Company (The),Communication Services,31,103.289902,,,,,,,,,,,3,101.769997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,STOK,STOKE THERAPEUTICS,Health Care,32,32.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CMCSA,Comcast,Communication Services,33,25.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,34,25.120001,,19,25.280001,-0.00632911,31,24.0,0.05333338,22,23.950001,0.00208764,,,,43,23.93,,22,23.68,0.01055743,29,23.17,0.02201122,46,23.040001,0.00564232,23,23.35,-0.01327619,,,,,,,,,,,,,,,,,,,,,,,,
35,HSY,Hershey Company (The),Consumer Staples,35,181.710007,,14,182.804993,-0.00598991,,,,34,182.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PNRG,PRIMEENERGY RESOURCES CORP,Energy,36,198.759995,,,,,,,,,,,32,186.690002,,,,,,,,,,,,,,,,,,,,,,,,,,28,190.240005,,5,193.395004,-0.01631376,4,189.860001,0.01861900,,,,,,
37,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,37,25.280001,,6,25.42,-0.00550744,,,,23,24.42,,,,,,,,,,,,,,44,23.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,HCA,HCA Healthcare,Health Care,38,411.790009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,CHRD,Chord Energy Corporation - Common Stock,,39,139.789993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,TW,Tradeweb Markets Inc. - Class A Common Stock,,40,104.400002,,,,,,,,21,103.32,,,,,,,,,,,,,,,,,,,,,,,21,102.014999,,,,,,,,,,,,,,,,,,,
41,BBW,BUILD A BEAR WORKSHOP,Consumer Discretionary,41,36.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,35.310001,,,,,,,,,,,,,,,,,,,,,,
42,CSGP,CoStar Group,Real Estate,42,31.315001,,,,,27,30.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,RUM,RUM GROUP CLASS A,Communication,43,6.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,TPB,TURNING POINT BRANDS INC,Consumer Staples,44,88.889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,45,63.525002,,46,61.98,0.02492743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOW,Lowe's,Consumer Discretionary,46,221.373093,,,,,13,223.399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LCII,LCI INDUSTRIES,Consumer Discretionary,47,108.529999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,MUX,MCEWEN INC,Materials,48,19.059999,,45,19.200001,-0.00729177,,,,3,18.280001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,FTRE,FORTREA HOLDINGS INC,Health Care,49,19.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,FANG,Diamondback Energy,Energy,50,202.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,204.679993,,,,,,,,,,,,,,6,195.539993,
