current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
11,CLOV,CLOVER HEALTH INVESTMENTS CLASS A,Health Care,11,4.645,,23,4.76,-0.02415966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ZYME,ZYMEWORKS,Health Care,12,23.879999,,43,23.540001,0.01444341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AVO,MISSION PRODUCE INC,Consumer Staples,13,12.98,,19,13.2,-0.01666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,LLY,Lilly (Eli),Health Care,14,1211.85498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,BCAX,BICARA THERAPEUTICS INC,Health Care,15,27.940001,,18,28.059999,-0.00427648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,GNL,GLOBAL NET LEASE INC,Real Estate,16,9.185,,45,9.22,-0.00379610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,SD,SANDRIDGE ENERGY INC,Energy,17,14.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,SDRL,SEADRILL,Energy,18,46.240002,,3,43.314999,0.06752864,,,,,,,,,,,,,6,44.825001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ONL,ORION PROPERTIES,Real Estate,19,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AWR,AMERICAN STATES WATER,Utilities,20,86.300003,,13,87.419998,-0.01281166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,TGT,Target Corporation,Consumer Staples,21,151.839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care,22,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,LWAY,LIFEWAY FOODS INC,Consumer Staples,23,30.92,,47,31.5,-0.01841270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,COHR,Coherent Corp.,Information Technology,24,334.493286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,LWLG,LIGHTWAVE LOGIC,Information Technology,25,7.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,GRNT,GRANITE RIDGE RESOURCES,Energy,26,4.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,GILD,Gilead Sciences,Health Care,27,133.229996,,1,133.210007,0.00015006,,,,1,131.759995,,11,135.25,-0.02580410,,,,,,,,,,,,,1,134.320007,,,,,,,,,,,,,,,,,,,,,,
28,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,28,102.68,,4,102.849998,-0.00165287,,,,,,,,,,,,,,,,,,,22,101.889999,,17,101.199997,0.00681820,,,,,,,,,,,,,,,,,,,16,102.199997,
29,STE,Steris,Health Care,29,236.160004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,218.595001,,,,,,,,,,,,,,,,,,,
30,EFX,Equifax,Industrials,30,181.839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,,31,93.639999,,12,93.959999,-0.00340570,,,,,,,,,,,,,,,,,,,27,93.5,,4,92.900002,0.00645854,,,,,,,,,,,,,,,,,,,32,93.879997,
32,INBX,INHIBRX BIOSCIENCES INC,Health Care,32,89.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,SLDP,SOLID POWER CLASS A,Consumer Discretionary,33,2.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,MLYS,MINERALYS THERAPEUTICS,Health Care,34,27.219999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PGR,Progressive Corporation,Financials,35,214.449997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,MCK,McKesson Corporation,Health Care,36,886.52002,,34,869.304993,0.01980321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,DOMO,DOMO INC CLASS B,Information Technology,37,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,REPX,RILEY EXPLORATION PERMIAN INC,Energy,38,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ESNT,ESSENT GROUP,Financials,39,68.379997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,TTWO,Take-Two Interactive,Communication Services,40,253.239899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ADUS,ADDUS HOMECARE CORP,Health Care,41,119.464996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,MEDP,"Medpace Holdings, Inc. - Common Stock",,42,596.590027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,BNED,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary,43,12.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ANAB,ANAPTYSBIO,Health Care,44,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,MRVL,Marvell Technology,Information Technology,45,216.134995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,NTRS,Northern Trust,Financials,46,187.350006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LNN,LINDSAY,Industrials,47,114.739998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ROIV,Roivant Sciences Ltd. - Common Shares,,48,36.07,,,,,13,35.119999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,BHVN,BIOHAVEN,Health Care,49,14.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,BAC,Bank of America,Financials,50,63.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
