current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
36,DD,DuPont,Materials,36,141.884995,,33,139.960007,0.01375384,,,,,,,,,,10,138.820007,,,,,,,
37,JBI,JANUS INTERNATIONAL GROUP INC,Industrials,37,5.46,,,,,,,,,,,,,,,,,,,,,,
38,KMT,KENNAMETAL INC,Industrials,38,36.145,,22,35.325001,0.02321299,22,35.23,0.00269659,4,34.849998,0.01090393,,,,,,,,,,,,
39,NVEC,NVE CORP,Information Technology,39,113.93,,28,117.379997,-0.02939169,,,,,,,,,,,,,,,,,,
40,EBMT,EAGLE BANCORP MONTANA INC,Financials,40,23.629999,,,,,,,,,,,,,,,,,,,,,,
41,MLAB,MESA LABORATORIES INC,Health Care,41,99.790001,,,,,,,,47,100.949997,,,,,,,,,,,,,
42,ESLT,Elbit Systems Ltd. - Ordinary Shares,,42,818.109985,,32,812.859985,0.00645868,,,,,,,,,,,,,,,,,,
43,APOG,APOGEE ENTERPRISES INC,Industrials,43,41.75,,31,40.990002,0.01854106,38,40.740002,0.00613647,,,,,,,,,,,,,,,
44,SRI,STONERIDGE INC,Consumer Discretionary,44,7.54,,36,7.45,0.01208054,4,7.41,0.00539811,38,7.13,0.03927069,9,7.39,-0.03518268,26,7.37,0.00271370,,,,,,
45,GRDN,GUARDIAN PHARMACY SERVICES INC CLA,Health Care,45,41.66,,,,,,,,,,,,,,,,,,,,,,
46,MDLZ,Mondelez International,Consumer Staples,46,62.27,,46,60.669998,0.02637221,19,60.52,0.00247849,,,,15,60.860001,,,,,35,60.27,,1,61.0,-0.01196721
47,ATKR,ATKORE INC,Industrials,47,76.919998,,,,,,,,,,,,,,,,,,,,,,
48,BHR,BRAEMAR HOTELS RESORTS INC,Real Estate,48,2.26,,45,2.28,-0.00877193,,,,,,,,,,,,,,,,,,
49,ATLO,AMES NATIONAL CORP,Financials,49,30.635,,50,30.23,0.01339729,16,30.049999,0.00599005,,,,,,,,,,,,,,,
50,AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,50,58.610001,,,,,,,,,,,,,,,,,,,,,,
