current_rank,ticker,name,sector,2026-09-22__predicted_rank,2026-09-22__close,2026-09-22__next_snapshot_return,2026-09-21__predicted_rank,2026-09-21__close,2026-09-21__next_snapshot_return,2026-09-18__predicted_rank,2026-09-18__close,2026-09-18__next_snapshot_return,2026-09-17__predicted_rank,2026-09-17__close,2026-09-17__next_snapshot_return,2026-09-16__predicted_rank,2026-09-16__close,2026-09-16__next_snapshot_return,2026-09-15__predicted_rank,2026-09-15__close,2026-09-15__next_snapshot_return,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return
11,FTNT,Fortinet,Information Technology,11,171.789993,,4,174.520004,-0.01564297,5,169.839996,0.02755539,1,172.580002,-0.01587673,9,171.770004,0.00471560,2,172.369995,-0.00348083,,,,,,,,,,,,,,,,,,
12,VERA,VERA THERAPEUTICS CLASS A,Health Care,12,35.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CRSP,CRISPR THERAPEUTICS AG,Health Care,13,58.2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ADI,Analog Devices,Information Technology,14,383.309998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,REX,REX AMERICAN RESOURCES,Energy,15,43.650002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ISRG,Intuitive Surgical,Health Care,16,398.915009,,21,400.839996,-0.00480238,1,393.329987,0.01909341,31,383.540009,0.02552531,,,,,,,,,,,,,,,,,,,,,,,,
17,ILMN,"Illumina, Inc.",Health Care,17,239.589996,,,,,,,,,,,7,228.929993,,19,222.289993,0.02987089,,,,,,,,,,,,,,,,,,
18,TER,Teradyne,Information Technology,18,384.019989,,36,380.820007,0.00840287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,GATX,GATX,Industrials,19,182.824997,,,,,,,,12,180.279999,,,,,,,,,,,,,,,,,,,,,,,,,
20,GOOGL,Alphabet Inc. (Class A),Communication Services,20,359.690002,,14,354.868011,0.01358813,3,349.540009,0.01524290,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,DDOG,Datadog,Information Technology,21,246.229996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,22,64.699997,,20,64.279999,0.00653388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CIFR,CIPHER DIGITAL INC,Information Technology,23,19.18,,24,19.205,-0.00130174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ARE,Alexandria Real Estate Equities,Real Estate,24,53.645,,49,54.049999,-0.00749304,36,53.279999,0.01445195,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,IBRX,IMMUNITYBIO,Health Care,25,8.78,,45,8.3899,0.04649638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PANW,Palo Alto Networks,Information Technology,26,369.640015,,5,369.049988,0.00159877,11,363.579987,0.01504484,24,375.059998,-0.03060847,27,375.649994,-0.00157060,5,375.089996,0.00149297,,,,,,,,,,,,,,,,,,
27,NVDA,Nvidia,Information Technology,27,227.299896,,23,227.354996,-0.00024235,15,222.270004,0.02287754,,,,,,,,,,,,,,,,,,,36,223.669998,,10,225.729996,-0.00912594,5,230.360001,-0.02009900
28,DXCM,Dexcom,Health Care,28,89.035004,,28,89.650002,-0.00685999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,QCOM,Qualcomm,Information Technology,29,193.309998,,32,193.211807,0.00050820,23,177.720001,0.08716974,4,188.710007,-0.05823754,2,184.839996,0.02093709,3,187.800003,-0.01576149,2,180.149994,0.04246466,1,181.970001,-0.01000169,2,176.880005,0.02877655,1,176.399994,0.00272115,,,,,,
30,CYRX,CRYOPORT,Health Care,30,17.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NTAP,NetApp,Information Technology,31,196.729996,,35,197.380005,-0.00329319,14,197.789993,-0.00207285,42,196.919998,0.00441801,,,,,,,,,,,,,,,,,,,,,,,,
32,DBRG,DIGITALBRIDGE GROUP INC CLASS A,Financials,32,15.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,VRNS,VARONIS SYSTEMS,Information Technology,33,47.445,,33,48.419998,-0.02013627,18,47.560001,0.01808236,45,47.810001,-0.00522903,8,46.759998,0.02245515,6,47.470001,-0.01495688,3,47.48,-0.00021059,9,45.119999,0.05230499,6,45.5,-0.00835167,17,46.09,-0.01280104,1,45.459999,0.01385836,1,46.09,-0.01366893
34,VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,34,45.130001,,19,44.290001,0.01896591,17,44.740002,-0.01005814,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,BWIN,BALDWIN INSURANCE GROUP CLASS A,Financials,35,31.905001,,39,31.9,0.00015677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,LOGI,Logitech International S.A. - Registered Shares,,36,104.400002,,31,104.449997,-0.00047865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,SITM,SiTime Corporation - Common Stock,,37,628.059998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,GILD,Gilead Sciences,Health Care,38,149.404999,,7,151.890106,-0.01636122,6,150.110001,0.01185867,8,150.889999,-0.00516932,,,,,,,,,,,,,,,,,,,,,,,,
39,ULTA,Ulta Beauty,Consumer Discretionary,39,563.077515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ROG,ROGERS,Information Technology,40,135.244995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ANIP,ANI PHARMACEUTICALS,Health Care,41,78.690002,,43,79.004997,-0.00398703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,XMTR,XOMETRY CLASS A,Industrials,42,101.019997,,2,98.370003,0.02693905,9,97.18,0.01224535,3,95.260002,0.02015534,,,,,,,,,,,,,,,,,,,,,,,,
43,TENB,TENABLE HOLDINGS,Information Technology,43,36.0,,11,35.900002,0.00278546,10,35.43,0.01326565,6,36.060001,-0.01747091,45,36.369999,-0.00852345,,,,,,,,,,,,,,,,,,,,,
44,GRND,GRINDR INC,Communication,44,16.163601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PI,IMPINJ,Information Technology,45,182.720993,,48,183.649994,-0.00505854,20,181.229996,0.01335319,11,179.729996,0.00834585,10,177.589996,0.01205023,,,,,,,3,176.820007,,,,,,,,,,,,,
46,COIN,Coinbase,Financials,46,199.559906,,47,203.074997,-0.01730932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PLUS,EPLUS,Information Technology,47,92.720001,,,,,45,91.099998,,27,92.040001,-0.01021298,29,92.370003,-0.00357261,40,92.239998,0.00140942,18,92.864998,-0.00673020,11,91.830002,0.01127078,,,,,,,,,,,,
48,NRC,NRC HEALTH,Health Care,48,21.485001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MDB,"MongoDB, Inc. - Class A Common Stock",,49,409.684998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,FBLA,FB BANCORP,Financials,50,16.33,,37,16.26,0.00430504,30,16.105,0.00962434,20,16.09,0.00093226,24,16.17,-0.00494743,,,,,,,,,,38,15.99,,,,,,,,18,15.99,
